ISBN/UPC	Manufacturer	Product Name	Referring Product URL	Condition	Quantity	Price	Shipping costs
94922624284	USA Travel DVD	Take A Tour Of... Myrtle Beach South Carolina	http://www.travelvideostore.com/product_info.php?products_id=6535&ref=115122	New	994	14.95	0.25
883629131948	USA Travel DVD	Take A Tour Of... Nashville 	http://www.travelvideostore.com/product_info.php?products_id=6536&ref=115122	New	978	14.95	0.25
883629131979	USA Travel DVD	Take A Tour Of... Wisconsin Dell 	http://www.travelvideostore.com/product_info.php?products_id=6537&ref=115122	New	994	14.95	0.25
879061003301	DiscOdyssey	The Key West DVD - Bring the Island Home on DVD	http://www.travelvideostore.com/product_info.php?products_id=6538&ref=115122	New	989	19.95	0.25
879061001345	Lisboatours	 Portugal 	http://www.travelvideostore.com/product_info.php?products_id=6560&ref=115122	New	998	19.95	0.25
879061000782	Aldimar Video Productions	 Guilford CT Gem Of The Shoreline	http://www.travelvideostore.com/product_info.php?products_id=6541&ref=115122	New	1004	19.95	0.25
879061000799	Aldimar Video Productions	 Insieme In Italia Together In Italy	http://www.travelvideostore.com/product_info.php?products_id=6542&ref=115122	New	990	19.95	0.25
879061003349	Nu Vu Film and Video Production	A Bare Necessities Nude Cruise 	http://www.travelvideostore.com/product_info.php?products_id=6544&ref=115122	New	1005	19.95	0.25
879061003356	Nu Vu Film and Video Production	A Bare Necessities French Polynesia Nude Cruise 	http://www.travelvideostore.com/product_info.php?products_id=6545&ref=115122	New	997	19.95	0.25
879061003332	Nu Vu Film and Video Production	A Bare Necessities Mediterranean Nude Cruise	http://www.travelvideostore.com/product_info.php?products_id=6546&ref=115122	New	977	19.95	0.25
879061004230	Fifty Rubies Productions	The Chianti 	http://www.travelvideostore.com/product_info.php?products_id=6547&ref=115122	New	1	14.95	0.25
879061004278	Fifty Rubies Productions	 Northern Tuscany 	http://www.travelvideostore.com/product_info.php?products_id=6552&ref=115122	New	1	14.95	0.25
879061004599	BNT Productions	 Flying Scotsman Running The Legend	http://www.travelvideostore.com/product_info.php?products_id=6553&ref=115122	New	993	16.99	0.25
879061004544	BNT Productions	The Keighley & Worth Valley Railway 	http://www.travelvideostore.com/product_info.php?products_id=6554&ref=115122	New	1000	16.99	0.25
879061004506	BNT Productions	The North Yorkshire Moors Railway From The Footplate	http://www.travelvideostore.com/product_info.php?products_id=6555&ref=115122	New	995	16.99	0.25
879061004421	BNT Productions	Dickie Bird At The World's Greatest Festival In Scarborough 	http://www.travelvideostore.com/product_info.php?products_id=6556&ref=115122	New	1000	16.99	0.25
879061004346	BNT Productions	The West Somerset Railway From The Footplate	http://www.travelvideostore.com/product_info.php?products_id=6557&ref=115122	New	998	16.99	0.25
879061004315	BNT Productions	 Yorkshire From The Air 	http://www.travelvideostore.com/product_info.php?products_id=6558&ref=115122	New	997	16.99	0.25
879061004308	BNT Productions	 Yorkshire Steam 	http://www.travelvideostore.com/product_info.php?products_id=6559&ref=115122	New	999	16.99	0.25
879061003295	Auteur Productions	Digby Rumsey presents... The Stoned Collection (From around the World)	http://www.travelvideostore.com/product_info.php?products_id=6578&ref=115122	New	1000	19.95	0.25
879061003288	Auteur Productions	Digby Rumsey presents... Sketches Of India 	http://www.travelvideostore.com/product_info.php?products_id=8184&ref=115122	New	994	19.95	0.25
879061003387	Wilson & Wilkins Productions	 South African Safari 	http://www.travelvideostore.com/product_info.php?products_id=6561&ref=115122	New	876	29.95	0.25
879061003370	Wilson & Wilkins Productions	Europe's Wild Gem Iceland 	http://www.travelvideostore.com/product_info.php?products_id=6562&ref=115122	New	907	29.95	0.25
879061004674	International Travel Films	The Great Alaska Cruise 	http://www.travelvideostore.com/product_info.php?products_id=6563&ref=115122	New	972	19.95	0.25
883629131795	International Travel Films	The Great Trans- American Train Ride 	http://www.travelvideostore.com/product_info.php?products_id=6564&ref=115122	New	991	19.95	0.25
879061004650	International Travel Films	Crusing to Bermuda 	http://www.travelvideostore.com/product_info.php?products_id=6565&ref=115122	New	979	19.95	0.25
879061004636	International Travel Films	 Egypt Gift of the Nile	http://www.travelvideostore.com/product_info.php?products_id=6566&ref=115122	New	981	19.95	0.25
879061004629	International Travel Films	Great Cities of Europe 	http://www.travelvideostore.com/product_info.php?products_id=6567&ref=115122	New	1014	29.95	0.25
879061004605	International Travel Films	Portraits of the Great Far East 	http://www.travelvideostore.com/product_info.php?products_id=6568&ref=115122	New	1042	19.95	0.25
879061004537	International Travel Films	Royal London 	http://www.travelvideostore.com/product_info.php?products_id=6569&ref=115122	New	981	19.95	0.25
879061004520	International Travel Films	Portraits of America - The National Parks 	http://www.travelvideostore.com/product_info.php?products_id=6570&ref=115122	New	982	19.95	0.25
879061004513	International Travel Films	QE2 Sails New Zealand & Australia 	http://www.travelvideostore.com/product_info.php?products_id=6571&ref=115122	New	979	19.95	0.25
879061004469	International Travel Films	The Great World Cruise of the QE2 	http://www.travelvideostore.com/product_info.php?products_id=6572&ref=115122	New	977	19.95	0.25
879061004445	International Travel Films	 San Francisco City at the End of the Rainbow	http://www.travelvideostore.com/product_info.php?products_id=6573&ref=115122	New	983	19.95	0.25
879061004353	International Travel Films	The Magic of Venice 	http://www.travelvideostore.com/product_info.php?products_id=6574&ref=115122	New	984	19.95	0.25
879061004322	International Travel Films	Great Wonders of the World 	http://www.travelvideostore.com/product_info.php?products_id=6575&ref=115122	New	985	19.95	0.25
883629300672	Auteur Productions	Digby Rumsey presents... Sketches Of India 	http://www.travelvideostore.com/product_info.php?products_id=6577&ref=115122	New	999	19.95	0.25
883629300665	Auteur Productions	Digby Rumsey presents... The Stoned Collection (From around the World)	http://www.travelvideostore.com/product_info.php?products_id=8185&ref=115122	New	998	19.95	0.25
879061009020	The Duncan Group	 Maya, Jerusalem and Varanasi 	http://www.travelvideostore.com/product_info.php?products_id=6580&ref=115122	New	9	19.95	0.30
879061009013	The Duncan Group	 Myanmar and Taj Mahal 	http://www.travelvideostore.com/product_info.php?products_id=6581&ref=115122	New	3	19.95	0.30
879061008993	The Duncan Group	 Anasazi and Haiti 	http://www.travelvideostore.com/product_info.php?products_id=6582&ref=115122	New	10	19.95	0.30
879061009037	The Duncan Group	 Bhutan and Greece 	http://www.travelvideostore.com/product_info.php?products_id=6583&ref=115122	New	6	19.95	0.30
879061008986	The Duncan Group	 Bali and Australia 	http://www.travelvideostore.com/product_info.php?products_id=6585&ref=115122	New	5	19.95	0.30
879061003400	GlobeScope Expeditions	Rails Across Russia St. Petersburg to the Pacific	http://www.travelvideostore.com/product_info.php?products_id=6586&ref=115122	New	921	24.95	0.25
056775021092	Wilderness Films	 Experience The Deep 	http://www.travelvideostore.com/product_info.php?products_id=6587&ref=115122	New	16	7.98	0.30
787364625697	Brentwood Home Video	Mutual of Omaha's Wild Kingdom Adventures In The Wild	http://www.travelvideostore.com/product_info.php?products_id=6588&ref=115122	New	4	14.98	0.50
883629282060	Videostar	 Chile Es Asi "This Is Chile"	http://www.travelvideostore.com/product_info.php?products_id=6664&ref=115122	New	920	19.95	0.25
879061004773	AIM Television	The River Of Destiny 	http://www.travelvideostore.com/product_info.php?products_id=6675&ref=115122	New	1000	49.95	0.25
883629306940	Dan Balluff Film And Video Production	 Niger 	http://www.travelvideostore.com/product_info.php?products_id=6688&ref=115122	New	997	9.95	0.25
879061001499	Point Lobos Productions	 Solvang A Little Bit Of Denmark	http://www.travelvideostore.com/product_info.php?products_id=6592&ref=115122	New	1000	20.00	0.25
8594016792018	VOLWOCOM	 Budapest Queen Of The Danube	http://www.travelvideostore.com/product_info.php?products_id=6617&ref=115122	New	40	19.95	0.30
880547367718	Murry Dalton Productions	 Mormon Temples Of America A 2-Disc Video Journey to All 61 USA LDS Temples. You will feel as though you are walking these temple grounds yourself.	http://www.travelvideostore.com/product_info.php?products_id=6699&ref=115122	New	16	24.95	0.30
879061004728	Turn On Maverick	 An Exotic Photographer, A Street Wise Nun & A War Veteran Volume 3	http://www.travelvideostore.com/product_info.php?products_id=6680&ref=115122	New	1000	19.95	0.25
634479365959	Norman Beerger Productions	The Grand Canyon 	http://www.travelvideostore.com/product_info.php?products_id=6663&ref=115122	New	1	19.95	0.30
879061003943	Ohana Island Service	 A Storybook Journey Through The Enchanted 	http://www.travelvideostore.com/product_info.php?products_id=6603&ref=115122	New	998	19.95	0.25
883629210315	International Travel Films	The Great Canadian Train Ride 	http://www.travelvideostore.com/product_info.php?products_id=6627&ref=115122	New	966	19.95	0.25
809688200142	Monarex Hollywood Corporation	Marco Polo's Shangri-La 	http://www.travelvideostore.com/product_info.php?products_id=6632&ref=115122	New	1	19.95	0.30
823995200596	RK Publishing	 Dome Car Magic A History of Railroad Dome Cars	http://www.travelvideostore.com/product_info.php?products_id=6634&ref=115122	New	995	19.95	0.25
823995200497	RK Publishing	 Daylight The Most Beautiful Train In The World	http://www.travelvideostore.com/product_info.php?products_id=6649&ref=115122	New	990	19.95	0.25
823995200398	Luckin Productions	The California Zephyr Silver Thread Through The West	http://www.travelvideostore.com/product_info.php?products_id=6650&ref=115122	New	979	19.95	0.25
823995200299	Luckin Productions	 Super Chief Speed-Style-Service	http://www.travelvideostore.com/product_info.php?products_id=6651&ref=115122	New	990	19.95	0.25
883629515274	First Chukka Productions	 The Real Cornwall 	http://www.travelvideostore.com/product_info.php?products_id=6654&ref=115122	New	994	19.95	0.25
753907887297	Ron Appelbaum Productions	A Galapagos Adventure 	http://www.travelvideostore.com/product_info.php?products_id=6656&ref=115122	New	997	20.00	0.25
799759008534	Bennett-Watt Entertainment	 Indiana 	http://www.travelvideostore.com/product_info.php?products_id=6659&ref=115122	New	1	24.95	0.30
879061004667	Nu Vu Film and Video Production	River Island Nature Retreat Australia Maui Sun Club - Hawaii	http://www.travelvideostore.com/product_info.php?products_id=6662&ref=115122	New	991	19.95	0.25
879061004414	GlobeScope Expeditions	 Silk Road Journey From China Through Central Asia	http://www.travelvideostore.com/product_info.php?products_id=6669&ref=115122	New	985	24.95	0.25
879061004582	GlobeScope Expeditions	The Galapagos 	http://www.travelvideostore.com/product_info.php?products_id=6667&ref=115122	New	987	19.95	0.25
879061004360	GlobeScope Expeditions	 Venezuela 	http://www.travelvideostore.com/product_info.php?products_id=6668&ref=115122	New	929	19.95	0.25
879061004384	GlobeScope Expeditions	 Transcaucasus:  Georgia, Armenia, & Azerbaijan 	http://www.travelvideostore.com/product_info.php?products_id=6670&ref=115122	New	996	24.95	0.25
631597119020	Childs Glacier Productions	 Alaska's Spectacular Glacier Calvings Volume 2	http://www.travelvideostore.com/product_info.php?products_id=6672&ref=115122	New	1	19.95	0.30
631597119129	Childs Glacier Productions	 Alaska's Spectacular Glacier Calvings Volume 3	http://www.travelvideostore.com/product_info.php?products_id=6673&ref=115122	New	1	19.95	0.30
879061004766	AIM Television	The Devil's Wind 	http://www.travelvideostore.com/product_info.php?products_id=6676&ref=115122	New	993	49.95	0.25
879061004759	AIM Television	 Reaping The Whirlwind 	http://www.travelvideostore.com/product_info.php?products_id=6677&ref=115122	New	1000	49.95	0.25
879061004704	Turn On Maverick	 Transsexuals, Sex Changes & Boxing Volume 1	http://www.travelvideostore.com/product_info.php?products_id=6678&ref=115122	New	998	19.95	0.25
879061004711	Turn On Maverick	 Wedding & Thai Boyfriend Volume 2	http://www.travelvideostore.com/product_info.php?products_id=6679&ref=115122	New	1000	19.95	0.25
879061004735	Turn On Maverick	 Infamous Full Moon Parties, British Consul & Thai Prison Volume 4	http://www.travelvideostore.com/product_info.php?products_id=6681&ref=115122	New	1000	19.95	0.25
879061004698	Turn On Maverick	 Richest Westerner in Thailand, Mick's Place & Searching for a Maid Volume 5	http://www.travelvideostore.com/product_info.php?products_id=6682&ref=115122	New	1000	19.95	0.25
879061004742	Turn On Maverick	 Butterflies in Chiang Mai, Orphanages & Adrian Fisher Volume 6	http://www.travelvideostore.com/product_info.php?products_id=6683&ref=115122	New	999	19.95	0.25
014381388428	The Discovery Channel	 Brazil Revealed 	http://www.travelvideostore.com/product_info.php?products_id=6685&ref=115122	New	1019	19.95	0.30
688626000286	John Prawdzik Productions	 Canadian Rockies: Highlights 	http://www.travelvideostore.com/product_info.php?products_id=6693&ref=115122	New	1001	19.95	0.30
688626000323	John Prawdzik Productions	 Vancouver 	http://www.travelvideostore.com/product_info.php?products_id=6694&ref=115122	New	1008	19.95	0.30
688626000378	John Prawdzik Productions	 Vancouver To Victoria Exploring Vancouver Island	http://www.travelvideostore.com/product_info.php?products_id=6696&ref=115122	New	4	29.95	0.30
688626000361	John Prawdzik Productions	 Victoria & Vancouver Island 	http://www.travelvideostore.com/product_info.php?products_id=6697&ref=115122	New	1011	19.95	0.30
688626000385	John Prawdzik Productions	 Vancouver Island 	http://www.travelvideostore.com/product_info.php?products_id=6698&ref=115122	New	1004	29.95	0.30
754309013550	World Life International	The Isles Of Greece 	http://www.travelvideostore.com/product_info.php?products_id=6703&ref=115122	New	1	24.95	0.30
7804604780039	Videostar	 Sur de Chile South of Chile	http://www.travelvideostore.com/product_info.php?products_id=6707&ref=115122	New	991	19.95	0.25
7804604780022	Videostar	 Norte de Chile North of Chile	http://www.travelvideostore.com/product_info.php?products_id=6708&ref=115122	New	993	19.95	0.25
8594007462630	ABCD Video	 London 	http://www.travelvideostore.com/product_info.php?products_id=7530&ref=115122	New	998	19.95	0.25
883629307671	ABCD Video	 Prague Of The New Millenium 	http://www.travelvideostore.com/product_info.php?products_id=7529&ref=115122	New	996	19.95	0.25
896099001000	AquaOdysseas	Catalina AquaOdysseas 3D Interactive Travel Guides	http://www.travelvideostore.com/product_info.php?products_id=7549&ref=115122	New	997	19.99	0.25
883629300733	ABCD Video	 Croatia - Dalmatia 	http://www.travelvideostore.com/product_info.php?products_id=7538&ref=115122	New	993	19.95	0.25
879061006005	Global Television	 PISA Italy	http://www.travelvideostore.com/product_info.php?products_id=6720&ref=115122	New	998	14.95	0.25
879061006012	Global Television	 TRINIDAD Trinidad & Tobago	http://www.travelvideostore.com/product_info.php?products_id=6721&ref=115122	New	993	14.95	0.25
879061006029	Global Television	 KATHARINA’s PALACE Pushkin, Russia	http://www.travelvideostore.com/product_info.php?products_id=6722&ref=115122	New	997	14.95	0.25
879061006036	Global Television	 MACHU PICCHU Peru	http://www.travelvideostore.com/product_info.php?products_id=6723&ref=115122	New	992	14.95	0.25
879061006043	Global Television	 BOROBUDUR Indonesia	http://www.travelvideostore.com/product_info.php?products_id=6724&ref=115122	New	999	14.95	0.25
879061006050	Global Television	 LUXOR Egypt	http://www.travelvideostore.com/product_info.php?products_id=6725&ref=115122	New	998	14.95	0.25
879061006067	Global Television	 FORBIDDEN CITY Beijing, China	http://www.travelvideostore.com/product_info.php?products_id=6726&ref=115122	New	996	14.95	0.25
879061006074	Global Television	 SCHONBRUNN PALACE Schloss Schonbrunn Vienna, Austria	http://www.travelvideostore.com/product_info.php?products_id=6727&ref=115122	New	998	14.95	0.25
879061006081	Global Television	 FES Morocco	http://www.travelvideostore.com/product_info.php?products_id=6728&ref=115122	New	998	14.95	0.25
879061006098	Global Television	 TORRE DE BELEM Portugal	http://www.travelvideostore.com/product_info.php?products_id=6729&ref=115122	New	999	14.95	0.25
879061006104	Global Television	 STONEHENGE Wiltshire, England	http://www.travelvideostore.com/product_info.php?products_id=6730&ref=115122	New	999	14.95	0.25
879061006111	Global Television	 CHICHEN ITZA & TULUM, Mexico	http://www.travelvideostore.com/product_info.php?products_id=6731&ref=115122	New	978	14.95	0.25
879061006128	Global Television	 DOUGGA Tunisia	http://www.travelvideostore.com/product_info.php?products_id=6732&ref=115122	New	1000	14.95	0.25
879061006135	Global Television	 COLOSSEUM Italy	http://www.travelvideostore.com/product_info.php?products_id=6733&ref=115122	New	998	14.95	0.25
879061006142	Global Television	 REAL ALCAZAR De Sevilla, Spain	http://www.travelvideostore.com/product_info.php?products_id=6734&ref=115122	New	998	14.95	0.25
879061006159	Global Television	 TOPKAPI PALACE Istanbul, Turkey	http://www.travelvideostore.com/product_info.php?products_id=6735&ref=115122	New	993	14.95	0.25
879061006166	Global Television	 PARIS France	http://www.travelvideostore.com/product_info.php?products_id=6736&ref=115122	New	997	14.95	0.25
879061006173	Global Television	 DELPHI Greece	http://www.travelvideostore.com/product_info.php?products_id=6737&ref=115122	New	997	14.95	0.25
879061006180	Global Television	 PETERHOF St. Petersburg, Russia	http://www.travelvideostore.com/product_info.php?products_id=6738&ref=115122	New	998	14.95	0.25
879061006197	Global Television	 GREAT WALL China	http://www.travelvideostore.com/product_info.php?products_id=6739&ref=115122	New	999	14.95	0.25
879061006203	Global Television	 TAJ MAHAL India	http://www.travelvideostore.com/product_info.php?products_id=6740&ref=115122	New	994	14.95	0.25
879061006210	Global Television	 SAINT MARK'S SQUARE Piazza San Marco Venice, Italy	http://www.travelvideostore.com/product_info.php?products_id=6741&ref=115122	New	1000	14.95	0.25
879061006227	Global Television	 NIZWA Oman	http://www.travelvideostore.com/product_info.php?products_id=6742&ref=115122	New	999	14.95	0.25
879061006234	Global Television	 THEBES Theben Egypt	http://www.travelvideostore.com/product_info.php?products_id=6743&ref=115122	New	1000	14.95	0.25
879061006241	Global Television	 CARTHAGE Carthago, Tunisia	http://www.travelvideostore.com/product_info.php?products_id=6744&ref=115122	New	999	14.95	0.25
879061006258	Global Television	 KATHMANDU VALLEY Nepal	http://www.travelvideostore.com/product_info.php?products_id=6745&ref=115122	New	999	14.95	0.25
879061006265	Global Television	 TEOTIHUACAN Mexico	http://www.travelvideostore.com/product_info.php?products_id=6746&ref=115122	New	1000	14.95	0.25
879061006272	Global Television	 VIENNA Austria	http://www.travelvideostore.com/product_info.php?products_id=6747&ref=115122	New	998	14.95	0.25
879061006289	Global Television	 AVEBURY STONE CIRCLE Wiltshire, England	http://www.travelvideostore.com/product_info.php?products_id=6748&ref=115122	New	997	14.95	0.25
879061006296	Global Television	 GRAND CANAL Venice, Italy	http://www.travelvideostore.com/product_info.php?products_id=6749&ref=115122	New	999	14.95	0.25
879061006302	Global Television	 ROYAL PALACE OF MADRID Palacio Real De Madrid Madrid, Spain	http://www.travelvideostore.com/product_info.php?products_id=6750&ref=115122	New	999	14.95	0.25
879061006319	Global Television	 EDFU TEMPLE Egypt	http://www.travelvideostore.com/product_info.php?products_id=6751&ref=115122	New	998	14.95	0.25
879061006326	Global Television	 THE MING NECROPOLIS The Ming Dynasty Tombs China	http://www.travelvideostore.com/product_info.php?products_id=6752&ref=115122	New	1002	14.95	0.25
879061006333	Global Television	 KERKOUANE Tunisia	http://www.travelvideostore.com/product_info.php?products_id=6753&ref=115122	New	998	14.95	0.25
879061006340	Global Television	 BALI Indonesia	http://www.travelvideostore.com/product_info.php?products_id=6754&ref=115122	New	992	14.95	0.25
879061006357	Global Television	 DROTTNINGHOLM PALACE Drottingholm Slott Sweden	http://www.travelvideostore.com/product_info.php?products_id=6755&ref=115122	New	999	14.95	0.25
879061006364	Global Television	 RABAT Morocco	http://www.travelvideostore.com/product_info.php?products_id=6756&ref=115122	New	998	14.95	0.25
879061006371	Global Television	FORUM ROMANUM Rome, Italy 	http://www.travelvideostore.com/product_info.php?products_id=6757&ref=115122	New	998	14.95	0.25
879061006388	Global Television	 BALCONY HOUSE Mesa Verde National Park, Colorado	http://www.travelvideostore.com/product_info.php?products_id=6758&ref=115122	New	999	14.95	0.25
879061006395	Global Television	 EASTER ISLAND Rapa Nui, Chile	http://www.travelvideostore.com/product_info.php?products_id=6759&ref=115122	New	996	14.95	0.25
879061006401	Global Television	 EZE France	http://www.travelvideostore.com/product_info.php?products_id=6760&ref=115122	New	994	14.95	0.25
879061006418	Global Television	 SOUSSE Tunisia	http://www.travelvideostore.com/product_info.php?products_id=6761&ref=115122	New	1000	14.95	0.25
879061006425	Global Television	 DOLMABAHCE PALACE Istanbul, Turkey	http://www.travelvideostore.com/product_info.php?products_id=6762&ref=115122	New	997	14.95	0.25
879061006432	Global Television	 PHAISTOS Greece	http://www.travelvideostore.com/product_info.php?products_id=6763&ref=115122	New	1000	14.95	0.25
879061006449	Global Television	 TIAN TAN Temple of Heaven Beijing, China	http://www.travelvideostore.com/product_info.php?products_id=6764&ref=115122	New	1000	14.95	0.25
879061006456	Global Television	 SAN GIMIGNANO Tuscany, Italy	http://www.travelvideostore.com/product_info.php?products_id=6765&ref=115122	New	997	14.95	0.25
879061006463	Global Television	 HOREZU Monastery of Horezu Romania	http://www.travelvideostore.com/product_info.php?products_id=6766&ref=115122	New	1000	14.95	0.25
879061006470	Global Television	 STEPHANSDOM Wien, Austria	http://www.travelvideostore.com/product_info.php?products_id=6767&ref=115122	New	1000	14.95	0.25
879061006487	Global Television	 CORINTH Korinthos, Greece	http://www.travelvideostore.com/product_info.php?products_id=6768&ref=115122	New	999	14.95	0.25
879061006494	Global Television	 MONASTERY OF JERONIMOS Mosteiro Dos Jeronimos Lisbon, Portugal	http://www.travelvideostore.com/product_info.php?products_id=6769&ref=115122	New	999	14.95	0.25
879061006500	Global Television	 HERMITAGE St. Petersburg, Russia	http://www.travelvideostore.com/product_info.php?products_id=6770&ref=115122	New	993	14.95	0.25
879061006517	Global Television	 GLURNS GLORENZA Italy	http://www.travelvideostore.com/product_info.php?products_id=6771&ref=115122	New	999	14.95	0.25
879061006524	Global Television	 ACROPOLIS Akropolis Athens, Greece	http://www.travelvideostore.com/product_info.php?products_id=6772&ref=115122	New	999	14.95	0.25
879061006531	Global Television	 SIENA Italy	http://www.travelvideostore.com/product_info.php?products_id=6773&ref=115122	New	993	14.95	0.25
879061006548	Global Television	 HADRIAN'S WALL England	http://www.travelvideostore.com/product_info.php?products_id=6774&ref=115122	New	996	14.95	0.25
879061006555	Global Television	 PHILAE Egypt	http://www.travelvideostore.com/product_info.php?products_id=6775&ref=115122	New	999	14.95	0.25
879061006562	Global Television	 VERSAILLES Chateau De Versailles Paris, France	http://www.travelvideostore.com/product_info.php?products_id=6776&ref=115122	New	839	14.95	0.25
879061006579	Global Television	 PIAZZA SAN GIOVANNI Duomo Campanile And Battistero Florence, Italy	http://www.travelvideostore.com/product_info.php?products_id=6777&ref=115122	New	996	14.95	0.25
879061006586	Global Television	 ROBBEN ISLAND Cape Town, South Africa	http://www.travelvideostore.com/product_info.php?products_id=6778&ref=115122	New	998	14.95	0.25
879061006593	Global Television	 PUTUO ZONGSHENG MIAO Qing Dynasty's Summer Palace Outer Temple  Chengde, China	http://www.travelvideostore.com/product_info.php?products_id=6779&ref=115122	New	996	14.95	0.25
879061006609	Global Television	 EL DJEM Tunisia	http://www.travelvideostore.com/product_info.php?products_id=6780&ref=115122	New	1000	14.95	0.25
879061006616	Global Television	 VENEZIA MISTICO Venice, Italy	http://www.travelvideostore.com/product_info.php?products_id=6781&ref=115122	New	998	14.95	0.25
879061006623	Global Television	 ARKADI Crete, Greece	http://www.travelvideostore.com/product_info.php?products_id=6782&ref=115122	New	1000	14.95	0.25
879061006630	Global Television	 HAVANA La Habana Cuba	http://www.travelvideostore.com/product_info.php?products_id=6783&ref=115122	New	992	14.95	0.25
879061006647	Global Television	 THE GREAT PYRAMID Gizeh Cheops Pyramid Egypt	http://www.travelvideostore.com/product_info.php?products_id=6784&ref=115122	New	997	14.95	0.25
879061006654	Global Television	 MARRAKESH Morocco	http://www.travelvideostore.com/product_info.php?products_id=6785&ref=115122	New	998	14.95	0.25
879061006661	Global Television	 ST. STEPHEN'S BASILICA Budapest, Hungary	http://www.travelvideostore.com/product_info.php?products_id=6786&ref=115122	New	998	14.95	0.25
879061006678	Global Television	 HOFBURG Imperial Palace Vienna, Austria	http://www.travelvideostore.com/product_info.php?products_id=6787&ref=115122	New	993	14.95	0.25
879061006685	Global Television	 SBEITLA Tunisia	http://www.travelvideostore.com/product_info.php?products_id=6788&ref=115122	New	1000	14.95	0.25
879061006692	Global Television	 POMPEII Italy	http://www.travelvideostore.com/product_info.php?products_id=6789&ref=115122	New	994	14.95	0.25
879061006708	Global Television	 PAVLOVSK PALACE St. Petersburg, Russia	http://www.travelvideostore.com/product_info.php?products_id=6790&ref=115122	New	997	14.95	0.25
879061006715	Global Television	 XUMI-FUSHOU-MIAO Qing Dynasty Summer Palace Outer Temple Chengde, China	http://www.travelvideostore.com/product_info.php?products_id=6791&ref=115122	New	995	14.95	0.25
879061006722	Global Television	 HAGIA SOPHIA Istanbul, Turkey	http://www.travelvideostore.com/product_info.php?products_id=6792&ref=115122	New	994	14.95	0.25
879061006739	Global Television	 LUCCA Tuscany Italy	http://www.travelvideostore.com/product_info.php?products_id=6793&ref=115122	New	998	14.95	0.25
879061006746	Global Television	 MEMPHIS & SAKKARA Egypt	http://www.travelvideostore.com/product_info.php?products_id=6794&ref=115122	New	1000	14.95	0.25
879061006753	Global Television	 Prambanan Central Java, Indonesia	http://www.travelvideostore.com/product_info.php?products_id=6795&ref=115122	New	999	14.95	0.25
879061006760	Global Television	 HASSAN TOWER Rabat, Morocco	http://www.travelvideostore.com/product_info.php?products_id=6796&ref=115122	New	998	14.95	0.25
879061006777	Global Television	 FLORENCE Firenze, Italy	http://www.travelvideostore.com/product_info.php?products_id=6797&ref=115122	New	992	14.95	0.25
879061006784	Global Television	 ST. PETERSBURG Russia	http://www.travelvideostore.com/product_info.php?products_id=6798&ref=115122	New	997	14.95	0.25
879061006791	Global Television	 ABU SIMBEL Egypt	http://www.travelvideostore.com/product_info.php?products_id=6799&ref=115122	New	995	14.95	0.25
879061006807	Global Television	 KAIROUAN Al QAYRAWAN Tunisia	http://www.travelvideostore.com/product_info.php?products_id=6800&ref=115122	New	1000	14.95	0.25
879061006814	Global Television	 PUNING SI Temple of Universal Peace Chengde, China	http://www.travelvideostore.com/product_info.php?products_id=6801&ref=115122	New	996	14.95	0.25
879061006821	Global Television	 LOUVRE Musee Du Louvre  Palais Du Louvre France	http://www.travelvideostore.com/product_info.php?products_id=6802&ref=115122	New	895	14.95	0.25
879061006838	Global Television	 DENDERA Dendera Temple Complex, Egypt	http://www.travelvideostore.com/product_info.php?products_id=6803&ref=115122	New	996	14.95	0.25
879061006845	Global Television	 KUNGLIGA SLOTTET Swedish Royal Palace Stockholm, Sweden	http://www.travelvideostore.com/product_info.php?products_id=6804&ref=115122	New	999	14.95	0.25
879061006852	Global Television	 PIENZA Tuscany, Italy	http://www.travelvideostore.com/product_info.php?products_id=6805&ref=115122	New	1000	14.95	0.25
879061006869	Global Television	 SALZBURG Austria	http://www.travelvideostore.com/product_info.php?products_id=6806&ref=115122	New	1000	14.95	0.25
879061006876	Global Television	 BLUE MOSQUE Sultan Ahmed Mosque Istanbul, Turkey	http://www.travelvideostore.com/product_info.php?products_id=6807&ref=115122	New	996	14.95	0.25
879061006883	Global Television	 CAIRO Egypt	http://www.travelvideostore.com/product_info.php?products_id=6808&ref=115122	New	998	14.95	0.25
879061006890	Global Television	 PETER & PAUL FORTRESS St. Petersburg, Russia	http://www.travelvideostore.com/product_info.php?products_id=6809&ref=115122	New	998	14.95	0.25
879061006906	Global Television	 JABRIN Oman	http://www.travelvideostore.com/product_info.php?products_id=6810&ref=115122	New	999	14.95	0.25
879061006913	Global Television	 EGYPTIAN MUSEUM Cairo, Egypt	http://www.travelvideostore.com/product_info.php?products_id=6811&ref=115122	New	1001	14.95	0.25
879061006920	Global Television	 LES-BAUX-de-PROVENCE France	http://www.travelvideostore.com/product_info.php?products_id=6812&ref=115122	New	996	14.95	0.25
879061006937	Global Television	 MINGUN Myanmar	http://www.travelvideostore.com/product_info.php?products_id=6813&ref=115122	New	1000	14.95	0.25
879061006944	Global Television	 NEFTA (Nafta), Tunisia	http://www.travelvideostore.com/product_info.php?products_id=6814&ref=115122	New	997	14.95	0.25
879061006951	Global Television	 HALLSTATT Austria	http://www.travelvideostore.com/product_info.php?products_id=6815&ref=115122	New	999	14.95	0.25
