Date,Title ID,Title Name,Qty Bought,Discount Code,Channel,Royalty
10/1/2010,EnLptrttUWE,"Gardens of the World S1E123 - VERSAILLES Paris, France",1,,YouTube,1.1
2/1/2010,ePBAx_7d8PQ,Dreaming Nevada,1,,YouTube,1.1
5/1/2010,Epkl3XSTFEg,7 Days S1E156 - NORWAY,1,,YouTube,1.1
8/1/2010,Epkl3XSTFEg,7 Days S1E156 - NORWAY,1,,YouTube,1.1
3/1/2010,esOORIWv-aA,Ancient Arabia,1,,YouTube,1.1
12/1/2010,E-xgHubja2c,Lighthouses of Maine S1E7 - West Coast Lighthouses,1,,YouTube,1.65
2/1/2010,eXl4JEkRtGA,Timeless A National Park Odyssey,1,,YouTube,1.1
3/1/2010,f-_dwtsR5eI,PHNOM PENH Cambodia,1,,YouTube,1.1
2/1/2010,F1vniEKu6aU,CELLULITIS-GYM Health And Beauty Exercises,1,,YouTube,1.1
8/1/2010,f7e2SUxXkeI,"Cities of the World S1E71 - TENERIFE CANARY ISALAND, Spain",1,,YouTube,1.1
10/1/2010,FDf63RQK8Qw,Cities of the World S1E50 - MUNICH Germany,1,,YouTube,1.1
2/1/2010,FF2T3OU8Ek8,Rome Italy,1,,YouTube,1.1
8/1/2010,FF2T3OU8Ek8,Cities of the World S1E59 - ROME Italy,1,,YouTube,1.1
10/1/2010,FF2T3OU8Ek8,Cities of the World S1E59 - ROME Italy,1,,YouTube,1.1
8/1/2010,fGnV3tOjYn4,Europe's Classic Romantic Inns Gstaad Switzerland,1,,YouTube,1.1
7/1/2010,FhFDY5lmeIA,Extreme Environments S1E124 - Drought,1,,YouTube,1.1
2/1/2010,Fj3nL9_s3Hk,Hawaii,1,,YouTube,1.1
12/1/2010,FVIqp0IHA2A,Global Treasures S1E1255 - JERASH Jordan,1,,YouTube,1.1
12/1/2010,Fw2ZT8fNeHA,Cities of the World S1E39 - JORDAN,1,,YouTube,1.1
4/1/2010,fWHHMqN_WOU,Carolinas,1,,YouTube,1.1
5/1/2010,FZFTTPHs-L4,Great American Festivals S1E101 - Albuquerque International Balloon Fiesta,1,,YouTube,1.1
7/1/2010,FZpsnCc2-rs,Travelview International S1E9 - Singapore,1,,YouTube,1.1
11/1/2010,g06JU56eJ6k,On Tour S1E135 - S 1 -VIETNAM A Train Journey Through Central Vietnam,1,,YouTube,1.1
12/1/2010,g06JU56eJ6k,On Tour S1E135 - S 1 -VIETNAM A Train Journey Through Central Vietnam,1,,YouTube,1.1
4/1/2010,G4qlxdSxmQE,Exotic Northern Thailand,1,,YouTube,1.1
1/1/2010,G74e7xoN6XU,CAPE TOWN South Africa,2,,YouTube,0.55
12/1/2010,Gca63fgTKH4,"Weekend Explorer S3E305 - Maine Highlands, Maine",1,,YouTube,1.1
9/1/2010,Ge6WU0F-D5w,Terra Mystica S1E118 - PETRA Jordan,1,,YouTube,1.1
11/1/2010,Ge6WU0F-D5w,Terra Mystica S1E118 - PETRA Jordan,2,,YouTube,1.1
8/1/2010,GeF9b4hRoVA,Equitrekking S3E305 - Texas,1,,YouTube,1.1
8/1/2010,gHZYjgV9zio,The Key West DVD - Bring the Island Home on DVD,1,,YouTube,1.1
12/1/2010,gNxR4zkBQ5I,7 Days S1E162 - SYRIA,1,,YouTube,2.2
7/1/2010,Gpo7id3iphU,The Seasoned Traveler S2E212 - Retiring to Panama,1,,YouTube,1.1
8/1/2010,Gpo7id3iphU,The Seasoned Traveler S2E212 - Retiring to Panama,1,,YouTube,1.1
12/1/2010,gWiQUNLJihU,"Global Treasures S2E1039 - FORUM ROMANUM Rome, Italy",1,,YouTube,1.1
8/1/2010,gzvFCM3tPAs,"Transcaucasus: Georgia, Armenia, & Azerbaijan",1,,YouTube,1.1
9/1/2010,gzvFCM3tPAs,"Transcaucasus: Georgia, Armenia, & Azerbaijan",1,,YouTube,1.1
6/1/2010,h0tujgNmm4w,Cities of the World S1E61 - SALZBURG Austria,1,,YouTube,1.1
10/1/2010,h0tujgNmm4w,Cities of the World S1E61 - SALZBURG Austria,1,,YouTube,1.1
6/1/2010,h1kVO59ZN6A,Extremists S1E103 - Battling the Blaze,1,,YouTube,1.1
9/1/2010,H7FKH5VulwQ,Historic Travel US S1E3 - In the Grip of The Great Depression Volume I,1,,YouTube,1.1
4/1/2010,hcEkS4YbDvI,Key West A Diving Adventure,1,,YouTube,1.1
7/1/2010,hcFLzLM0v3c,America & the Passenger Train,1,,YouTube,1.1
8/1/2010,hcFLzLM0v3c,America & the Passenger Train,1,,YouTube,1.1
2/1/2010,hIaMCmXLzFM,Amsterdam,1,,YouTube,1.1
4/1/2010,hIaMCmXLzFM,Amsterdam,1,,YouTube,1.1
10/1/2010,hICx_W7usyY,National Parks Of The USA And Canada,1,,YouTube,1.1
4/1/2010,Hk_-bdtCRYQ,Sturgis Motorcycle Rally,1,,YouTube,1.1
12/1/2010,hL2Exo32uk0,COSMOS GLOBAL DOCUMENTARIES S1E121 - Africa,1,,YouTube,2.2
7/1/2010,hOr5eWJ3Mhc,COSMOS GLOBAL DOCUMENTARIES S1E114 - In the Land of the Pharaos,1,,YouTube,1.1
12/1/2010,H-pubR_rJ14,7 Days S1E153 - IRELAND,1,,YouTube,2.2
8/1/2010,hpuu4FIwYt4,Modern Times Wonders S1E103 - VOYAGER OF THE SEAS Royal Carribean Cruise Lines,1,,YouTube,1.1
11/1/2010,humM48jP8q8,Nature Parks S1E127 - MESA VERDE NATIONAL PARK Colorado,1,,YouTube,1.1
4/1/2010,HV6vEm-LyXQ,Fiji Part A,1,,YouTube,1.1
2/1/2010,HWl4XabIjF0,The 'Good Life' in Hungary,1,,YouTube,1.1
10/1/2010,Hwpon-cTgxs,COSMOS GLOBAL DOCUMENTARIES S1E108 - VENEZUELA,1,,YouTube,1.1
4/1/2010,HZedhlAPgG0,Ships: Enchantment of the Seas and Seabourn Pride Port: Toronto Ontario Canada,2,,YouTube,0.55
3/1/2010,HZedhlAPgG0,Ships: Enchantment of the Seas and Seabourn Pride Port: Toronto Ontario Canada,1,,YouTube,1.1
9/1/2010,HZedhlAPgG0,Porthole TV S1E104 - Ships: Enchantment of the Seas and Seabourn Pride Port: Toronto Ontario Canada,1,,YouTube,1.1
7/1/2010,HzrNpnG5lg0,COSMOS GLOBAL DOCUMENTARIES S1E123 - SICILY -Treasure Trove Of History,1,,YouTube,1.1
3/1/2010,i1nh1nxVtO4,AGUA AZUL Mexico,1,,YouTube,1.1
9/1/2010,i8OwvP6ou-I,Alternate Routes S1E2144 - Bangkok,1,,YouTube,1.1
7/1/2010,Ia4RGxGlF9E,Beyond the List S1ENY - New York,1,,YouTube,1.1
10/1/2010,IcgHJuVML_8,Travelview International S1E14 - Malaysia,1,,YouTube,1.1
2/1/2010,ifOFe4Zy9os,A Streetcar Named Desire,1,,YouTube,1.1
2/1/2010,IFsFgh-bOhg,Legacy of Ancient Civilizations The Minoans  (2009),1,,YouTube,1.1
9/1/2010,IgmrzNg1RBc,Historic Travel US S1E4 - In the Grip of The Great Depression Volume II,1,,YouTube,1.1
5/1/2010,IL4vcVRXqWs,Vista Point S1E184 - KATHMANDU VALLEY Nepal,1,,YouTube,1.1
8/1/2010,iLZhzPmBBaU,Europe's Classic Romantic Inns Gstaad Switzerland,1,,YouTube,1.1
8/1/2010,In8Z6lhkaP0,Equitrekking S2E201 - Coastal Ireland,1,,YouTube,1.1
10/1/2010,In8Z6lhkaP0,Equitrekking S2E201 - Coastal Ireland,1,,YouTube,1.1
3/1/2010,iNVi-bH6MOY,Sportsman's Paradise,1,,YouTube,1.1
4/1/2010,IOIpCo7uv_c,DENVER Colorado,1,,YouTube,1.1
9/1/2010,IOIpCo7uv_c,Vista Point S1E232 - DENVER Colorado,1,,YouTube,1.1
10/1/2010,IOIpCo7uv_c,Vista Point S1E232 - DENVER Colorado,1,,YouTube,1.1
9/1/2010,IojzPOv84xg,Vista Point S1E187 - PATAN Nepal,1,,YouTube,1.1
7/1/2010,iqheqtzIlfk,Cities of the World S1E62 - SANTORINI Greece,1,,YouTube,1.1
9/1/2010,iqheqtzIlfk,Cities of the World S1E62 - SANTORINI Greece,1,,YouTube,1.1
3/1/2010,iqsmOcY4ZEA,Sahel A West African Journey,1,,YouTube,1.1
9/1/2010,is0Qy7DBPHw,Travelview International S1E7 - Barbados,1,,YouTube,1.1
11/1/2010,Isj47Vg4ZOs,7 Days S1E106 - MEXICO,1,,YouTube,1.1
12/1/2010,Isj47Vg4ZOs,7 Days S1E106 - MEXICO,1,,YouTube,1.1
9/1/2010,IvHwX8NJTkA,Lithuania The Country Film,1,,YouTube,1.1
11/1/2010,ivOwRysM_Ks,Island Hoppers S1ENEVIS - Nevis,1,,YouTube,1.1
3/1/2010,-IySeRJV5wQ,Rome,1,,YouTube,1.1
8/1/2010,j0j596axH2c,Suryoyo,1,,YouTube,1.1
12/1/2010,j0j596axH2c,Suryoyo,1,,YouTube,1.1
2/1/2010,J3QpyWHQxY8,"New York City NY, United States",1,,YouTube,1.1
4/1/2010,J3QpyWHQxY8,"New York City NY, United States",1,,YouTube,1.1
2/1/2010,Jcq2_Vl9Rqo,Discovering Benin West Africa,1,,YouTube,1.1
3/1/2010,Jcq2_Vl9Rqo,Discovering Benin West Africa,1,,YouTube,1.1
8/1/2010,Jcq2_Vl9Rqo,Discovering Benin West Africa,1,,YouTube,1.1
5/1/2010,jFJSrYNyVlU,COSMOS GLOBAL DOCUMENTARIES S1E104 - ARABIA FELIX,1,,YouTube,1.1
10/1/2010,jFJSrYNyVlU,COSMOS GLOBAL DOCUMENTARIES S1E104 - ARABIA FELIX,1,,YouTube,1.1
3/1/2010,jg-MRDRwK5s,PALACE ON WHEELS Five Star Train Journey In Wonderland,1,,YouTube,1.1
6/1/2010,JKEI586ifxY,Karma Trekkers S1E103 - BALI Indonesia,1,,YouTube,1.1
10/1/2010,jkgUjP2pTLM,American Cultural History S1E103 - War Against Poverty,2,,YouTube,1.1
9/1/2010,jN_1Z5OM8n4,Cities of the World S1E21 - THE CROATIAN COAST Dalmatia Croatia,2,,YouTube,1.1
8/1/2010,jpO5YgpDz4E,Equitrekking S1E105 - Wyoming,1,,YouTube,1.1
3/1/2010,JPoMcbx2ph4,Town Of QUEBEC Canada,1,,YouTube,1.1
5/1/2010,Jpr-V8akJ2M,Karma Trekkers S1E102 - Malta,1,,YouTube,1.1
2/1/2010,JQacK5mQdYs,BELLY DANCE For Fitness And Fun,1,,YouTube,1.1
9/1/2010,JqVJGpQGlCc,Nature Parks S1E149 - SELOUS GAME RESERVE Tanzania,1,,YouTube,1.1
2/1/2010,jQxayKFixic,STRETCHING Be Supple And Fit Through Stretch Exercises,2,,YouTube,1.1
3/1/2010,jQxayKFixic,STRETCHING Be Supple And Fit Through Stretch Exercises,1,,YouTube,1.1
2/1/2010,jsyqYz6i9Po,JOGGING Fitness Through Running,1,,YouTube,1.1
2/1/2010,jUDotclKhCw,BODY SHAPING For A Trim And Beautiful Figure,2,,YouTube,1.1
3/1/2010,jUDotclKhCw,BODY SHAPING For A Trim And Beautiful Figure,1,,YouTube,1.1
12/1/2010,jVWuE3-cWBc,Get Outta Town S1E2687 - Costa Rica,1,,YouTube,1.1
6/1/2010,Jyo-w_QYpOY,Vista Point S1E111 - LAS VEGAS Nevada,1,,YouTube,1.1
10/1/2010,Jyo-w_QYpOY,Vista Point S1E111 - LAS VEGAS Nevada,1,,YouTube,1.1
11/1/2010,k506uz8BrII,"Global Treasures S1E1186 - CATHEDRAL DE SEVILLA The Cathedral of Seville Seville, Spain",1,,YouTube,1.1
3/1/2010,-k9JF0jujwI,The Roman Heritage,1,,YouTube,1.1
12/1/2010,-k9JF0jujwI,Discovering Provence S1E104 - The Roman Heritage,1,,YouTube,2.2
2/1/2010,k9pQJ8aZ9Mo,Jamaica,1,,YouTube,1.1
8/1/2010,k9sHAGyahCY,The Seasoned Traveler S2E211 - Puerto Rico,1,,YouTube,1.1
10/1/2010,k9sHAGyahCY,The Seasoned Traveler S2E211 - Puerto Rico,4,,YouTube,1.1
9/1/2010,KAu4IHI1RTE,Exploring Horizons S1E3097 - Echoes in Time - Dalmatian Coast Croatia,1,,YouTube,1.1
4/1/2010,Kb-1h0pq2C0,The Red Lights of Europe,2,,YouTube,1.1
6/1/2010,Kb-1h0pq2C0,Adventures in Europe S1E5 - The Red Lights of Europe,1,,YouTube,1.1
10/1/2010,Kb-1h0pq2C0,Adventures in Europe S1E5 - The Red Lights of Europe,1,,YouTube,1.1
11/1/2010,Kb-1h0pq2C0,Adventures in Europe S1E5 - The Red Lights of Europe,1,,YouTube,1.1
7/1/2010,kB7D5f9c6-0,Cities of the World S1E66 - SLOVENIA,1,,YouTube,1.1
2/1/2010,KgTVR6TAAZE,ANDALUCIA Spain,1,,YouTube,1.1
7/1/2010,KgTVR6TAAZE,7 Days S1E138 - ANDALUCIA Spain,1,,YouTube,1.1
9/1/2010,KgTVR6TAAZE,7 Days S1E138 - ANDALUCIA Spain,2,,YouTube,1.1
10/1/2010,KgTVR6TAAZE,7 Days S1E138 - ANDALUCIA Spain,2,,YouTube,1.1
11/1/2010,KgTVR6TAAZE,7 Days S1E138 - ANDALUCIA Spain,1,,YouTube,1.1
7/1/2010,KhU6sqEm1kg,7 Days S1E126 - NAMIBIA,1,,YouTube,1.1
9/1/2010,KI45HqCZ600,The Best of Bavaria,1,,YouTube,1.1
2/1/2010,KignAgTB050,"LHASA - Tibet, China",1,,YouTube,1.1
5/1/2010,Kl_POAT6JaA,Cities of the World S1E52 - New York USA,1,,YouTube,1.1
6/1/2010,Kl_POAT6JaA,Cities of the World S1E52 - NEW YORK USA,1,,YouTube,1.1
7/1/2010,Kl_POAT6JaA,Cities of the World S1E52 - NEW YORK USA,1,,YouTube,1.1
4/1/2010,KrxhWeQqaqQ,Amsterdam Pride,1,,YouTube,1.1
9/1/2010,KugvY0xO_jE,7 Days S1E118 - FRANCE,1,,YouTube,1.1
8/1/2010,KW3so5YUz9o,Vista Point S1E236 - SEOUL South Korea,2,,YouTube,1.1
4/1/2010,kZbUewlFOfE,The Azores Portugal,1,,YouTube,1.1
7/1/2010,kZbUewlFOfE,Europe's Classic Romantic Inns S1E101 - The Azores Portugal,1,,YouTube,1.1
4/1/2010,l_aHZTQZuQU,Morocco Africa,1,,YouTube,1.1
5/1/2010,l_aHZTQZuQU,Let's Shop S1E112 - Morocco Africa,1,,YouTube,1.1
5/1/2010,l_ifYrtVZLI,Explore On Tour 2009,1,,YouTube,1.1
12/1/2010,L2lCa07r9EI,Vista Point S1E134 - LOS ANGELES California,1,,YouTube,1.1
10/1/2010,L3fCzMh8h18,Let's Shop S1E105 - Singapore,1,,YouTube,1.1
4/1/2010,L3L-Ybt7-8s,Guatemala,1,,YouTube,1.1
4/1/2010,L9bL1TFOTk0,Coffee Culture USA,1,,YouTube,1.1
10/1/2010,L9bL1TFOTk0,Coffee Culture USA,1,,YouTube,1.1
8/1/2010,l9GCKbqIpKY,American Cultural History S1E102 - Lifestyle In The Past,1,,YouTube,1.1
10/1/2010,l9QEUnHsK8A,Vista Point S1E110 - VENICE Italy,1,,YouTube,1.1
4/1/2010,LC0Z5kVpnsk,Key Largo and the Upper Keys A Diving Destination,1,,YouTube,1.1
8/1/2010,lEIpU0j_VkY,Travelview International S1E11 - Hong Kong/Macau,1,,YouTube,1.1
3/1/2010,lGVmlRWb-Oc,FIRENZE (Florence) Italy,1,,YouTube,1.1
6/1/2010,lGVmlRWb-Oc,FIRENZE,1,,YouTube,1.1
2/1/2010,lh6JqVNVcTg,Tuscany Italy,1,,YouTube,1.1
3/1/2010,lh6JqVNVcTg,Tuscany Italy,1,,YouTube,1.1
4/1/2010,lh6JqVNVcTg,Tuscany Italy,1,,YouTube,1.1
10/1/2010,lh6JqVNVcTg,Cities of the World S1E77 - TUSCANY Italy,1,,YouTube,1.1
9/1/2010,LIfevkle8tI,Cities of the World S1E26 - GRAN CANARIA Spain,1,,YouTube,1.1
8/1/2010,LJri4N8VI88,AUSTRIA,1,,YouTube,1.1
10/1/2010,lLUxBrbK3Gc,Doug Jones Travelog S1E5 - Great Cities of Europe,1,,YouTube,1.1
3/1/2010,LMmew9vtltw,"The Bay Islands Roatan, Utila and Guanaja",1,,YouTube,1.1
4/1/2010,LMmew9vtltw,"The Bay Islands Roatan, Utila and Guanaja",1,,YouTube,1.1
12/1/2010,lOGLkc_7qts,Europe's Classic Romantic Inns S1E106 - Florence Italy,1,,YouTube,1.1
7/1/2010,lPzpej8D3y0,JAMAICA,1,,YouTube,1.1
5/1/2010,lt3UKF7z1lU,Europe If By Road,1,,YouTube,1.1
4/1/2010,LuMt9zIadNY,Turkish Riviera Turkey,1,,YouTube,1.1
4/1/2010,mE8tQIYjfSY,South East Asia,2,,YouTube,1.1
10/1/2010,mE8tQIYjfSY,COSMOS GLOBAL DOCUMENTARIES S1E151 - South East Asia,1,,YouTube,1.1
11/1/2010,mE8tQIYjfSY,COSMOS GLOBAL DOCUMENTARIES S1E151 - South East Asia,1,,YouTube,1.1
12/1/2010,mE8tQIYjfSY,COSMOS GLOBAL DOCUMENTARIES S1E151 - South East Asia,1,,YouTube,2.2
4/1/2010,MehtDbTCJCw,Nude In French Polynesia,1,,YouTube,2.75
5/1/2010,MehtDbTCJCw,The Nude Traveler S1E103 - Nude In French Polynesia,1,,YouTube,2.75
6/1/2010,MehtDbTCJCw,The Nude Traveler S1E103 - Nude In French Polynesia,2,,YouTube,2.75
7/1/2010,MehtDbTCJCw,The Nude Traveler S1E103 - Nude In French Polynesia,1,,YouTube,2.75
10/1/2010,MehtDbTCJCw,The Nude Traveler S1E103 - Nude In French Polynesia,1,,YouTube,2.75
12/1/2010,MehtDbTCJCw,The Nude Traveler S1E103 - Nude In French Polynesia,1,,YouTube,2.75
2/1/2010,mExqXUVoFZI,DESERT EXPRESS NAMIBIA Making Tracks Through Namibia,1,,YouTube,1.1
9/1/2010,mExqXUVoFZI,On Tour S1E113 - DESERT EXPRESS NAMIBIA Making Tracks Through Namibia,1,,YouTube,1.1
11/1/2010,MGpLnx6CMtY,On Tour S1E124 - KALAHARI BUSHMEN WALKABOUT,1,,YouTube,1.1
2/1/2010,MHgD56qJPb8,HAWAII,1,,YouTube,1.1
11/1/2010,MHrhzseabS8,Global Treasures S1E1198 - CHANGU NARAYAN Nepal,1,,YouTube,1.1
4/1/2010,miIILr6Bjjc,DREPUNG GONBA - Tibet,1,,YouTube,1.1
11/1/2010,MJ49bJwaQnc,Equitrekking S4E402 - Scotland,1,,YouTube,1.1
3/1/2010,mlfM7uaQwQ4,Historic Time Travel Spanish American War,1,,YouTube,1.1
4/1/2010,mlfM7uaQwQ4,Historic Time Travel Spanish American War,1,,YouTube,1.1
6/1/2010,mlfM7uaQwQ4,Historic Time Travel S1E1 - Historic Time Travel Spanish American War,1,,YouTube,1.1
10/1/2010,mlfM7uaQwQ4,Historic Time Travel S1E1 - Historic Time Travel Spanish American War,1,,YouTube,1.1
11/1/2010,mlfM7uaQwQ4,Historic Time Travel S1E1 - Historic Time Travel Spanish American War,1,,YouTube,1.1
9/1/2010,MLNOvxJh-m4,COSMOS GLOBAL DOCUMENTARIES S1E116 - In the Land of the Canyons,1,,YouTube,1.1
3/1/2010,mlqxtgd80Qs,Rio de Janeiro Brazil,1,,YouTube,1.1
4/1/2010,mmJx4f3Uffc,ANGKOR THOM Cambodia,1,,YouTube,1.1
5/1/2010,MqqOrXfhvSs,Let's Shop S2E207 - Caribbean,1,,YouTube,1.1
9/1/2010,Ms0vzuf_mKw,Vista Point S1E144 - MIAMI Florida,1,,YouTube,1.1
10/1/2010,MU7-VPv2gtw,Vista Point S1E176 - JAMAICA,1,,YouTube,1.1
9/1/2010,mukJSyJg10g,Cities of the World S1E63 - SARDINIA Italy,1,,YouTube,1.1
10/1/2010,mUn4sccIPiA,Carthage and the Phoenicians,2,,YouTube,1.1
10/1/2010,mYOoaT2rDLg,"Global Treasures S2E1008 - SCHÖNBRUNN PALACE Schloss Schonbrunn Vienna, Austria",1,,YouTube,1.1
6/1/2010,n1mSz48VpZA,Bikini Destinations S1ETwo - Best of Season Two,1,,YouTube,1.1
10/1/2010,N6UvaNEuIdE,Bikini Destinations S1EUrug - Uruguay,1,,YouTube,1.1
12/1/2010,N6UvaNEuIdE,Bikini Destinations S1EUrug - Uruguay,2,,YouTube,1.65
9/1/2010,ncUGhlj1orY,Cities of the World S1E48 - MAURITIUS,1,,YouTube,1.1
12/1/2010,ncUGhlj1orY,Cities of the World S1E48 - MAURITIUS,1,,YouTube,1.1
5/1/2010,NDQYpr9ZacA,Globe Riders S1E15613 - Iceland Adventure A Motorcycle Tour of Iceland,1,,YouTube,1.1
8/1/2010,NDQYpr9ZacA,Globe Riders S1E15613 - Iceland Adventure A Motorcycle Tour of Iceland,1,,YouTube,1.1
9/1/2010,NDQYpr9ZacA,Globe Riders S1E15613 - Iceland Adventure A Motorcycle Tour of Iceland,1,,YouTube,1.1
11/1/2010,NDQYpr9ZacA,Globe Riders S1E15613 - Iceland Adventure A Motorcycle Tour of Iceland,1,,YouTube,1.1
10/1/2010,nHpjTwTh8TA,"Weekend Explorer S3E311 - Kuala Lumpur, Malaysia",1,,YouTube,1.1
7/1/2010,nhvafIm_POM,Vista Point S1E204 - COSTA DEL SOL Spain,1,,YouTube,1.1
12/1/2010,nhvafIm_POM,Vista Point S1E204 - COSTA DEL SOL Spain,1,,YouTube,1.1
5/1/2010,nJ6Ox9Wm41Q,Passport to Adventure S2E203 - Bucharest & the Transylvanian Countryside Romania,2,,YouTube,1.1
12/1/2010,NMObuRjdvP8,IMAX S1E6 - Sky Dance,1,,YouTube,1.1
12/1/2010,Nn2JiNy58sI,EXTRAVAGANZA S1E21 - ATLANTIS RESORT - Bahamas,1,,YouTube,1.1
8/1/2010,NoNpfVsR9q0,Cities of the World S1E30 - HUNGARIAN WINE TERRITORIES Hungary,1,,YouTube,1.1
7/1/2010,Nq1SzFf-DgE,7 Days S1E133 - JAMAICA,1,,YouTube,1.1
4/1/2010,nraiafqd0QI,Oregon Lighthouses The Silent Sentinels,1,,YouTube,1.1
8/1/2010,nraiafqd0QI,Oregon Lighthouses The Silent Sentinels,1,,YouTube,1.1
2/1/2010,nrI9LjPEa64,DUBAI United Arab Emirates,1,,YouTube,1.1
1/1/2010,NRlm9mkFjsQ,"Global Treasures  BOROBUDUR Java, Indonesia",1,,YouTube,1.1
2/1/2010,NRlm9mkFjsQ,"Vermont Waitsfield and the Mad River Valley, Appalachian Gap and Bristol",1,,YouTube,1.1
4/1/2010,NRlm9mkFjsQ,"Vermont Waitsfield and the Mad River Valley, Appalachian Gap and Bristol",1,,YouTube,1.1
5/1/2010,NRlm9mkFjsQ,"EpicRides S1E102 - Vermont Waitsfield and the Mad River Valley, Appalachian Gap and Bristol",2,,YouTube,1.1
6/1/2010,NRlm9mkFjsQ,"EpicRides S1E102 - Vermont Waitsfield and the Mad River Valley, Appalachian Gap and Bristol",2,,YouTube,1.1
8/1/2010,NRlm9mkFjsQ,"EpicRides S1E102 - Vermont Waitsfield and the Mad River Valley, Appalachian Gap and Bristol",1,,YouTube,1.1
10/1/2010,NRlm9mkFjsQ,"EpicRides S1E102 - Vermont Waitsfield and the Mad River Valley, Appalachian Gap and Bristol",1,,YouTube,1.1
12/1/2010,NRlm9mkFjsQ,"EpicRides S1E102 - Vermont Waitsfield and the Mad River Valley, Appalachian Gap and Bristol",2,,YouTube,1.1
4/1/2010,NrqdWJnOWLs,World Explorations A Six Continent Journey,1,,YouTube,1.1
4/1/2010,nRvpbEK4OOI,Samoa,1,,YouTube,1.1
5/1/2010,nRvpbEK4OOI,Countries Less Traveled S1E106 - Samoa,1,,YouTube,1.1
5/1/2010,nt8a2krNu38,Globe Riders S1E15637 - Silk Road Adventure: A Motorcycle Journey,1,,YouTube,1.1
8/1/2010,nt8a2krNu38,Globe Riders S1E15637 - Silk Road Adventure: A Motorcycle Journey,2,,YouTube,1.1
9/1/2010,nt8a2krNu38,Globe Riders S1E15637 - Silk Road Adventure: A Motorcycle Journey,1,,YouTube,1.1
11/1/2010,nt8a2krNu38,Globe Riders S1E15637 - Silk Road Adventure: A Motorcycle Journey,1,,YouTube,1.1
12/1/2010,nt8a2krNu38,Globe Riders S1E15637 - Silk Road Adventure: A Motorcycle Journey,1,,YouTube,1.1
5/1/2010,nTcgBJvIQHM,7 Days S1E142 - UNITED ARAB EMIRATES,1,,YouTube,1.1
12/1/2010,nTcgBJvIQHM,7 Days S1E142 - UNITED ARAB EMIRATES,1,,YouTube,1.1
8/1/2010,ntFcVLInIhY,American Suburbia S1E103 - Our Communities,1,,YouTube,1.1
2/1/2010,nuNgsNpDJnw,EXOTIC DANCE Sensual Fitness Training,1,,YouTube,1.1
3/1/2010,nuNgsNpDJnw,EXOTIC DANCE Sensual Fitness Training,1,,YouTube,1.1
9/1/2010,nuNgsNpDJnw,Viva Fit 'n Fun S1E106 - EXOTIC DANCE Sensual Fitness Training,1,,YouTube,1.1
4/1/2010,nveJiOslovg,Peru,1,,YouTube,1.1
8/1/2010,nveJiOslovg,Karma Trekkers S1E101 - PERU,1,,YouTube,1.1
5/1/2010,NygBsZqvuls,Let's Shop S2E209 - Beijing China,1,,YouTube,1.1
10/1/2010,NygBsZqvuls,Let's Shop S2E209 - Beijing China,2,,YouTube,1.1
6/1/2010,nZYnnjnyUMg,IMAX S1E4 - First Emperor Of China,1,,YouTube,1.1
8/1/2010,nZYnnjnyUMg,IMAX S1E4 - First Emperor Of China,1,,YouTube,1.1
9/1/2010,nZYnnjnyUMg,IMAX S1E4 - First Emperor Of China,2,,YouTube,1.1
10/1/2010,nZYnnjnyUMg,IMAX S1E4 - First Emperor Of China,2,,YouTube,1.1
11/1/2010,nZYnnjnyUMg,IMAX S1E4 - First Emperor Of China,1,,YouTube,1.1
7/1/2010,o_O8J5w61A4,Weekend Explorer S3E302 - Southern Cascades and Lassen National Park,1,,YouTube,1.1
6/1/2010,o501HUwK0ZM,Best of Europe Guide,1,,YouTube,1.1
11/1/2010,O5XPuS_gSIc,Global Treasures S2E1037 - RABAT Morocco,1,,YouTube,1.1
2/1/2010,o9Uvcy8kXbk,AEROBIC General Fitness Training,2,,YouTube,1.1
3/1/2010,o9Uvcy8kXbk,AEROBIC General Fitness Training,2,,YouTube,1.1
4/1/2010,ObSsjbxumJA,A Video Postcard from Arizona,1,,YouTube,1.1
10/1/2010,OGEMj-dkaUA,Exploring Horizons S1E3103 - The Adventurers' Playground - Bled Slovenia,1,,YouTube,1.1
4/1/2010,ohZnofvB3W8,Puerto Rico,1,,YouTube,1.1
5/1/2010,OoZrt1SCVKM,Bikini Destinations S1ECosta - Costa Rica,1,,YouTube,1.1
1/1/2010,OqL2SOvDtGw,Mexican Riviera,2,,YouTube,1.1
8/1/2010,OqL2SOvDtGw,Panorama Singapore,1,,YouTube,1.1
5/1/2010,os18hYYfvP0,Equitrekking S2E207 - Maui,1,,YouTube,1.1
3/1/2010,OVKXjOW6cD8,Life and Death on the River Ganges,1,,YouTube,1.1
4/1/2010,OVKXjOW6cD8,Life and Death on the River Ganges,1,,YouTube,1.1
5/1/2010,OVKXjOW6cD8,Life and Death on the River Ganges,1,,YouTube,1.1
10/1/2010,OVKXjOW6cD8,Life and Death on the River Ganges,1,,YouTube,1.1
11/1/2010,OVKXjOW6cD8,Life and Death on the River Ganges,2,,YouTube,1.1
12/1/2010,P3Fb7MK6vVc,Nature Parks S1E107 - MASSAI MARA Kenya,1,,YouTube,1.1
9/1/2010,Pc_1MiifH5Q,The Seasoned Traveler S1E112 - Liechtenstein and the Other Little Lands,1,,YouTube,1.1
4/1/2010,PF71KSsjP0c,Bangkok Thailand,1,,YouTube,1.1
