products_id	customerflix_id	master	cover	label	web	amazon	mediazone	google	akimbo	distribution_end_date	title	products_model	products_name_prefix	products_name	products_name_suffix	products_head_desc_tag	producers_name	vendors_name	
13587		0	0	0	0	0	0	0	0		Extremists  Skiing	XTRM-DVD-106		Skiing		Extremists Skiing DVD Bennett Media Worldwide	Bennett Media Worldwide	Bennett Media Worldwide
7726	244868	0	0	0	0	0	0	0	0		Viva FIT 'n' FUN  SKI-GYM Strength and Agility For Winter	VIVA-DVD-107		SKI-GYM	Strength and Agility For Winter	VIVA Fit n FUN SKI-GYM DVD Global Television Arcadia Films	Global Television	GLOBAL TELEVISION est
13656		0	0	0	0	0	0	0	0		Extremists  Ski Expert, Nascar Trucks, Mountain Biker	XTRM-DVD-303		Ski Expert, Nascar Trucks, Mountain Biker		Extremists Ski Expert, Nascar Trucks, Mountain Biker DVD Bennett Media Worldwide	Bennett Media Worldwide	Bennett Media Worldwide
6577	236407	0	0	0	0	0	0	0	0		Digby Rumsey presents...  Sketches Of India	ATP-DVD-3288		Sketches Of India		Sketches Of India DVD Auteur Productions	Auteur Productions	Auteur
8184	258437	0	0	0	0	0	0	0	0		Digby Rumsey presents...  Sketches Of India (PAL)	ATP-PDVD-INDIA		Sketches Of India	(PAL)	Sketches Of India DVD Auteur Productions	Auteur Productions	Auteur
9996		0	0	0	0	0	0	0	0		Planet Terra   SIRACUSA ITALY	PT-DL-083	 	SIRACUSA ITALY		SIRACUSA ITALY Planet Terra, Global Television	Global Television	GLOBAL TELEVISION est
10204		0	0	0	0	0	0	0	0		Planet Terra   SINTRA PORTUGAL	PT-DL-291	 	SINTRA PORTUGAL		SINTRA PORTUGAL Planet Terra, Global Television	Global Television	GLOBAL TELEVISION est
6819	236682	0	0	0	0	0	0	0	0		Global Treasures  SINTRA Portugal	GTR-DVD-1100		SINTRA	Portugal	Global Treasures Sintra, Portugal DVD Global Television	Global Television	GLOBAL TELEVISION est
9972		0	0	0	0	0	0	0	0		Planet Terra   SINGAPORE SINGAPORE	PT-DL-059	 	SINGAPORE SINGAPORE		SINGAPORE SINGAPORE Planet Terra, Global Television	Global Television	GLOBAL TELEVISION est
8267	253031	0	0	0	0	0	0	0	0		Let's Shop  SINGAPORE	LS-DVD-105		SINGAPORE		Lets Shop Singapore - DVD - Cheryll Gillespie Media Group Inc.	Cheryll Gillespie Media Group Inc	Cheryll Gillespie Media Group In
7705	236956	0	0	0	0	0	0	0	0		Stock Footage Collections  Singapore Royalty Free Stock Footage	CLP-DVD-SIN		Singapore	Royalty Free Stock Footage	Singapore: Royalty Free Stock Footage DVD Cory Langley Productions	Cory Langley Productions	Intense Films
6995	237117	0	0	0	0	0	0	0	0		Vista Point  SINGAPORE	VPG-DVD-116		SINGAPORE		Vista Point Singapore DVD Global Television Arcadia Films	Global Television	GLOBAL TELEVISION est
9202	274255	0	0	0	0	0	0	0	0		Travelview International  SINGAPORE	TI-DVD-119		SINGAPORE		Travelview International Singapore DVD TravelView International	TravelView International	TravelView International
13322	373652	0	0	0	0	0	0	0	0		Accidental Chef  Singapore	AC-DVD-108		Singapore		Accidental Chef Singapore DVD Ochrepictures Media Architects	Ochrepictures Media Architects	Looking Glass International
13423		0	0	0	0	0	0	0	0		Travel Oz  Simpson Desert, Melbourne to Sydney and Unknown Masterpieces	TOZ-DVD-330		Simpson Desert, Melbourne to Sydney and Unknown Masterpieces		TravelOz Simpson Desert, Melbourne to Sydney and Unknown Masterpieces DVD Grainger TV Australia	Grainger TV Australia	Looking Glass International
13378		0	0	0	0	0	0	0	0		Travel Oz  Simpson Desert, Hamilton Island Race Week and Kimberley	TOZ-DVD-209		Simpson Desert, Hamilton Island Race Week and Kimberley		TravelOz Simpson Desert, Hamilton Island Race Week and Kimberley DVD Grainger TV Australia	Grainger TV Australia	Looking Glass International
6669	236955	0	0	0	0	0	0	0	0		Silk Road Journey From China Through Central Asia	GSE-DVD-SILK		Silk Road Journey	From China Through Central Asia	Central Asia Along the Silk Road DVD GlobeScope Expeditions GlobeScope Expeditions	GlobeScope Expeditions	Academic Media Network (GSE)
7914	244892	0	0	0	0	0	0	0	0		GlobeRiders  Silk Road Adventure A Motorcycle Journey Istanbul, Turkey to Xian, China	GR-DVD-15637		Silk Road Adventure	A Motorcycle Journey Istanbul, Turkey to Xian, China	Silk Road Adventure: A Motorcycle Journey DVD GlobeRiders	GlobeRiders	GlobeRiders LLC
10893	315865	0	0	0	0	0	0	0	0		Nature Tracks  Silent Sanctuary	NT-DVD-411		Silent Sanctuary		Nature Tracks Silent Sanctuary DVD Worldwide Media Organizations	ZSE Television	Worldwide Media Organizations
5914	221271	0	0	0	0	0	0	0	0		Historic World Travel  Sights & Sounds	A2Z-DVD-50012		Sights & Sounds		Historic World Travel Sights & Sounds DVD A2ZCDS	A2ZCDS	A2ZCDS, INC
8902	270560	0	0	0	0	0	0	0	0		Europe's Classic Romantic Inns  Sienna	ECRI-DVD-SIEN		Sienna		Europe's Classic Romantic Inns Sienna DVD Vision Films	Prime Cut Productions	Vision Films, Inc
8903	270561	0	0	0	0	0	0	0	0		Europe's Classic Romantic Inns  Sienna (PAL)	ECRI-PDVD-SIEN		Sienna	(PAL)	Europe's Classic Romantic Inns Sienna DVD Vision Films	Prime Cut Productions	Vision Films, Inc
10265		0	0	0	0	0	0	0	0		Planet Terra   SIENA ITALY	PT-DL-352	 	SIENA ITALY		SIENA ITALY Planet Terra, Global Television	Global Television	GLOBAL TELEVISION est
6773	236681	0	0	0	0	0	0	0	0		Global Treasures  SIENA Italy	GTR-DVD-1054		SIENA	Italy	Global Treasures Siena DVD Global Television	Global Television	GLOBAL TELEVISION est
13473		0	0	0	0	0	0	0	0		Flavors Of Italy  Siena	FOI-DVD-137		Siena		Flavors of Italy Siena DVD Behr Entertainment LTD	Panorama International Productions	Behr Entertainment LTD
7088	237116	0	0	0	0	0	0	0	0		Vista Point  SIEM REAP ANGKOR Cambodia	VPG-DVD-209		SIEM REAP ANGKOR	Cambodia	Vista Point SIEM REAP ANGKOR Cambodia DVD Global Television Arcadia Films	Global Television	GLOBAL TELEVISION est
9694	284412	0	0	0	0	0	0	0	0		Culinary Travels  Sicily-The Land and the Sea	CTP-DVD-405		Sicily-The Land and the Sea		Culinary Travels Sicily-The Land and the Sea DVD Vine's Eye Productions Inc	Vine's Eye Productions, Inc	Vine's Eye Productions, Inc
7777	258667	0	0	0	0	0	0	0	0		Italy Sicily-South (PAL) Taormina-Syracusa-Agrigento-Enna-Etna	ML-PDVD-32286	Italy	Sicily-South	(PAL) Taormina-Syracusa-Agrigento-Enna-Etna	Italy: Sicily-South DVD Media Lab	Media Lab	Media Lab
7778	239560	0	0	0	0	0	0	0	0		Italy Sicily-South Taormina-Syracusa-Agrigento-Enna-Etna	ML-DVD-SOUTH	Italy	Sicily-South	Taormina-Syracusa-Agrigento-Enna-Etna	Italy: Sicily-South DVD Media Lab	Media Lab	Media Lab
13471		0	0	0	0	0	0	0	0		Flavors Of Italy  Sicily, Palermo	FOI-DVD-135		Sicily, Palermo		Flavors of Italy Sicily, Palermo DVD Behr Entertainment LTD	Panorama International Productions	Behr Entertainment LTD
7297	236385	0	0	0	0	0	0	0	0		Cosmos Global Documentaries  SICILY Italy	CDG-DVD-123		SICILY	Italy	Cosmos Global Documentaries SICILY -Treasure Trove Of History DVd Global Televison Arcadia Films	Global Television	GLOBAL TELEVISION est
7070	237115	0	0	0	0	0	0	0	0		Vista Point  SICILY Italy	VPG-DVD-191		SICILY	Italy	Vista Point SICILIA Italy DVD Global Televison Arcadia Films	Global Television	GLOBAL TELEVISION est
9333	274215	0	0	0	0	0	0	0	0		Cities of the World  SICILY Italy	COWS-DVD-165		SICILY	Italy	cities of the world Sicily Italy shepherd entertainment	Shepherd Entertainment	Shepherd Entertainment
11175	340179	0	0	0	0	0	0	0	0		Discover The World  Sicily	DTW-DVD-25		Sicily		Discover the World Sicily DVD Worldwide Media Organization	Worldwide Academic Programs Inc	Worldwide Media Organizations
13191	352880	0	0	0	0	0	0	0	0		Naxos Scenic Musical Journeys  Sicily A Musical Tour of the Island's Past and Present	NAX-DVD-139		Sicily	A Musical Tour of the Island's Past and Present	Naxos Scenic Musical Journeys Sicily A Musical Tour of the Island's Past and Present DVD Naxos of America Inc	Alpha DVD	Naxos of America, Inc.
7245	236306	0	0	0	0	0	0	0	0		7 Days  SICILIA Sicily	7DY-DVD-136		SICILIA	Sicily	7 Days SICILIA Italy DVD Global Television Arcadia Films	Global Television	GLOBAL TELEVISION est
13225	352893	0	0	0	0	0	0	0	0		Naxos Scenic Musical Journeys  Sichuan A Cultural Tour with Traditional Chinese Music	NAX-DVD-171		Sichuan	A Cultural Tour with Traditional Chinese Music	Naxos Scenic Musical Journeys Sichuan A Cultural Tour with Traditional Chinese Music DVD Naxos of America Inc	Alpha DVD	Naxos of America, Inc.
13516		0	0	0	0	0	0	0	0		Top Destinations  SIBENIK	TOP-DVD-124		SIBENIK		Top Destinations SIBENIK DVD Amali Doare	Amali Doare	Amali Doare
7318	236384	0	0	0	0	0	0	0	0		Cosmos Global Documentaries  SIAM A Glorious Kingdom of the Past- Thailand	CDG-DVD-144		SIAM	A Glorious Kingdom of the Past- Thailand	Cosmos Global Documentaries SIAM -A Glorious Kingdom Of The Past Thailand DVD Global Television Arcadia Films	Global Television	GLOBAL TELEVISION est
10191		0	0	0	0	0	0	0	0		Planet Terra   SI SATCHANALAI THAILAND	PT-DL-278	 	SI SATCHANALAI THAILAND		SI SATCHANALAI THAILAND Planet Terra, Global Television	Global Television	GLOBAL TELEVISION est
6948	236680	0	0	0	0	0	0	0	0		Global Treasures  SI SATCHANALAI Thailand	GTR-DVD-1229		SI SATCHANALAI	Thailand	Global Treasures SI SATCHANALAI, Thailand DVD Global Television	Global Television	GLOBAL TELEVISION est
6909	236679	0	0	0	0	0	0	0	0		Global Treasures  SHWEDAGON PAGODA Shwedagon Zedi Daw Burma Myanmar	GTR-DVD-1190		SHWEDAGON PAGODA	Shwedagon Zedi Daw Burma Myanmar	Global Treasures SHWEDAGON PAGODA Myanmar DVD Global Television	Global Television	GLOBAL TELEVISION est
13580		0	0	0	0	0	0	0	0		Extremists  Shovel Races	XTRM-DVD-018		Shovel Races		Extremists Shovel Races DVD Bennett Media Worldwide	Bennett Media Worldwide	Bennett Media Worldwide
9430	277791	0	0	0	0	0	0	0	0		Nature Wonders  SHOSHONE FALLS Idaho USA	NWG-DVD-196		SHOSHONE FALLS	Idaho USA	Nature Wonders Shoshone Falls DVD Global Television Arcadia Films	Global Television	GLOBAL TELEVISION est
13101	373097	0	0	0	0	0	0	0	0		Dive Travel  Shipwrecks of the Great Lakes	GRK-DVD-SGL		Shipwrecks of the Great Lakes		Dive Travel DVD Shipwrecks of the Great Lakes Gary Knapp GRK Productions	GRK Productions	GRK Productions
13326		0	0	0	0	0	0	0	0		Dive Travel  Shipwrecks of the Great Lakes Blu-ray	GRK-BDVD-118		Shipwrecks of the Great Lakes	Blu-ray	Dive Travel DVD Shipwrecks of the Great Lakes Gary Knapp GRK Productions	GRK Productions	GRK Productions
8486	258479	0	0	0	0	0	0	0	0		Global Treasures  SHIGATSE Tibet	GTR-DVD-1273		SHIGATSE	Tibet	Global Treasures SHIGATSE - Tibet DVD	Global Television	GLOBAL TELEVISION est
10149		0	0	0	0	0	0	0	0		Planet Terra   SHI GA TSE TIBET	PT-DL-236	 	SHI GA TSE TIBET		SHI GA TSE TIBET Planet Terra, Global Television	Global Television	GLOBAL TELEVISION est
10913	319729	0	0	0	0	0	0	0	0		Travelogue  Shenzhen	TVL-DVD-127		Shenzhen		Travelogue Shenzhen DVD CCTV	China International TV Corp	China International TV Corp
11304	344821	0	0	0	0	0	0	0	0		Sport Fishing with Dan Hernandez  Shelter Cove Pt 2	SFDH-DVD-384		Shelter Cove Pt 2		Sportfishing with Dan Hernandez Shelter Cove Pt 2 DVD Daniel Hernandez Productions	Daniel Hernandez Productions	Daniel Hernandez Productions
11303	344812	0	0	0	0	0	0	0	0		Sport Fishing with Dan Hernandez  Shelter Cove Pt 1	SFDH-DVD-383		Shelter Cove Pt 1		Sportfishing with Dan Hernandez Shelter Cove Pt 1 DVD Daniel Hernandez Productions	Daniel Hernandez Productions	Daniel Hernandez Productions
7182	236939	0	0	0	0	0	0	0	0		On Tour...  SHEKHAWATI Caravan Trail In Rajasthan	OTT-DVD-118		SHEKHAWATI	Caravan Trail In Rajasthan	On Tour... SHEKHAWATI: Caravan Trail In Rajasthan DVD Global Television Arcadia Films	Global Television	GLOBAL TELEVISION est
10019		0	0	0	0	0	0	0	0		Planet Terra   SHEKAWATI INDIA	PT-DL-106	 	SHEKAWATI INDIA		SHEKAWATI INDIA Planet Terra, Global Television	Global Television	GLOBAL TELEVISION est
13401		0	0	0	0	0	0	0	0		Travel Oz  Sheep Property, Mud Crabbing and Amazing Man	TOZ-DVD-308		Sheep Property, Mud Crabbing and Amazing Man		TravelOz Sheep Property, Mud Crabbing and Amazing Man DVD Grainger TV Australia	Grainger TV Australia	Looking Glass International
8721	274235	0	0	0	0	0	0	0	0		Sheep and Grizzly Country Vol. 5	CWP-DVD-SGV5		Sheep and Grizzly Country	Vol. 5	Sheep and Grizzly Country Volume Five DVD Canadian Wildlife Productions	Canadian Wildlife Productions	Canadian Wildlife Productions, I
13492	372627	0	0	0	0	0	0	0	0		Cuisine Culture  Shaul Ben-Aderet Gilboa, Israel	CCU-DVD-113		Shaul Ben-Aderet	Gilboa, Israel	Cuisine Culture Shaul Ben-Aderet Gilboa Israel DVD Henri Sera Productions	Henri Sera Productions	Meridien Films, LLC
11332	372618	0	0	0	0	0	0	0	0		Sports Safaris  Shark Diving on Rangiroa Atoll A True Adventure Hot Spot in French Polynesia	SAF-DVD-205		Shark Diving on Rangiroa Atoll	A True Adventure Hot Spot in French Polynesia	Sports Safaris Shark Diving on Rangiroa Atoll A True Adventure Hot Spot in French Polynesia DVD Legacy Distribution	Billy Volkmann	Legacy Distribution
13573		0	0	0	0	0	0	0	0		Extremists  Shark Chasers	XTRM-DVD-011		Shark Chasers		Extremists Shark Chasers DVD Bennett Media Worldwide	Bennett Media Worldwide	Bennett Media Worldwide
13223	352905	0	0	0	0	0	0	0	0		Naxos Scenic Musical Journeys  Shanxi A Cultural Tour with Traditional Chinese Music	NAX-DVD-169		Shanxi	A Cultural Tour with Traditional Chinese Music	Naxos Scenic Musical Journeys Shanxi A Cultural Tour with Traditional Chinese Music DVD Naxos of America Inc	Alpha DVD	Naxos of America, Inc.
9716	286235	0	0	0	0	0	0	0	0		Culinary Travels  Shanghai Surprise	CTP-DVD-501		Shanghai Surprise		Culinary Travels Shanghai Surprise DVD Vine's Eye Productions Inc	Vine's Eye Productions, Inc	Vine's Eye Productions, Inc
9945		0	0	0	0	0	0	0	0		Planet Terra   SHANGHAI CHINA	PT-DL-032	 	SHANGHAI CHINA		SHANGHAI CHINA Planet Terra, Global Television	Global Television	GLOBAL TELEVISION est
10916	319732	0	0	0	0	0	0	0	0		Travelogue  Shanghai	TVL-DVD-197		Shanghai		Travelogue Shanghai DVD CCTV	China International TV Corp	China International TV Corp
8264	253028	0	0	0	0	0	0	0	0		Let's Shop  SHANGHAI China	LS-DVD-102		SHANGHAI	China	Lets Shop Shanghai - DVD - Cheryll Gillespie Media Group Inc.	Cheryll Gillespie Media Group Inc	Cheryll Gillespie Media Group In
6451	221139	0	0	0	0	0	0	0	0		Alternate Routes  SHANGHAI China	DM-DVD-2557		SHANGHAI	China	Alternate Routes DVD - Shanghai David Mitchell Productions ReThink Entertainment	David Mitchell	rethink Entertainment Inc.
6470	221242	0	0	0	0	0	0	0	0		Get Outta Town  SHANGHAI China	GOT-DVD-2748		SHANGHAI	China	Get Outta Town DVD - Shanghai Peoples Republic of China The Nightingale Company ReThink Entertainment	The Nightingale Company	rethink Entertainment Inc.
7026	237114	0	0	0	0	0	0	0	0		Vista Point  SHANGHAI China	VPG-DVD-147		SHANGHAI	China	Vista Point SHANGHAI China DVD Global Television Arcadia Films	Global Television	GLOBAL TELEVISION est
13219	352854	0	0	0	0	0	0	0	0		Naxos Scenic Musical Journeys  Shanghai A Cultural Tour with Traditional Chinese Music	NAX-DVD-165		Shanghai	A Cultural Tour with Traditional Chinese Music	Naxos Scenic Musical Journeys Shanghai A Cultural Tour with Traditional Chinese Music DVD Naxos of America Inc	Alpha DVD	Naxos of America, Inc.
7187	236938	0	0	0	0	0	0	0	0		On Tour...  SHAN STATE EXPRESS Train Journey From Mandalay To Lashio	OTT-DVD-123		SHAN STATE EXPRESS	Train Journey From Mandalay To Lashio	On Tour...SHAN STATE EXPRESS: Train Journey From Mandalay To Lashio DVD Global Television Arcadia Films	Global Television	GLOBAL TELEVISION est
7076	237113	0	0	0	0	0	0	0	0		Vista Point  SHAN STATE Myanmar	VPG-DVD-197		SHAN STATE	Myanmar	Vista Point SHAN STATE Myanmar DVD Global Televison Arcadia Films	Global Television	GLOBAL TELEVISION est
10818	315282	0	0	0	0	0	0	0	0		Shakespeare's Stratford Upon Avon	ASP-DVD-AVON		Shakespeare's	Stratford Upon Avon	Shakespeare's Stratford Upon Avon DVD Alphastar Productions	Alphastar Productions	Alphastar Productions
8908	270543	0	0	0	0	0	0	0	0		Europe's Classic Romantic Inns  Shakespeare Country (PAL)	ECRI-PDVD-SHAKE		Shakespeare Country	(PAL)	Europe's Classic Romantic Inns Shakespeare Country DVD Vision Films	Prime Cut Productions	Vision Films, Inc
8909	270542	0	0	0	0	0	0	0	0		Europe's Classic Romantic Inns  Shakespeare Country	ECRI-DVD-SHAKE		Shakespeare Country		Europe's Classic Romantic Inns Shakespeare Country DVD Vision Films	Prime Cut Productions	Vision Films, Inc
9545	282322	0	0	0	0	0	0	0	0		World Destinations  Seychelles	WD-DVD-188		Seychelles		World Destinations Seychelles DVD Video House International	Video House International	Worldwide Media Organizations
5388	221402	0	0	0	0	0	0	0	0		Weekend Explorer  Seward, Alaska	BSP-DVD-105		Seward, Alaska		Weekend Explorer Seward AK DVD Barnstormer Productions	Barnstormer Productions	Barnstormer Productions
7056	237112	0	0	0	0	0	0	0	0		Vista Point  SEVILLA Spain	VPG-DVD-177		SEVILLA	Spain	Vista Point Sevilla Spain DVD Global Televison Arcadia Films	Global Television	GLOBAL TELEVISION est
10863	315835	0	0	0	0	0	0	0	0		Nature Tracks  Sets, Mice and Videotapes	NT-DVD-207		Sets, Mice and Videotapes		Nature Tracks Sets, Mice and Videotapes DVD Worldwide Media Organizations	ZSE Television	Worldwide Media Organizations
13738		0	0	0	0	0	0	0	0		Flavors of France  Sete/Montpellier	FOF-DVD-156		Sete/Montpellier		Flavors of France, Sete Montpellier	Panorama International Productions	Behr Entertainment LTD
11033	327690	0	0	0	0	0	0	0	0		Global Treasures  SERGIYEV POSAD Russia	GTR-DVD-1307		SERGIYEV POSAD	Russia	Global Treasures Sergijev Posad Russia DVD Global Television Arcadia Films	Global Television	GLOBAL TELEVISION est
13450		0	0	0	0	0	0	0	0		Flavors Of Italy  Serenissima, Veneto	FOI-DVD-114		Serenissima, Veneto		Flavors of Italy Serenissima, Veneto DVD Behr Entertainment LTD	Panorama International Productions	Behr Entertainment LTD
10261		0	0	0	0	0	0	0	0		Planet Terra   SERENGETI TANZANIA	PT-DL-348	 	SERENGETI TANZANIA		SERENGETI TANZANIA Planet Terra, Global Television	Global Television	GLOBAL TELEVISION est
7154	236812	0	0	0	0	0	0	0	0		Nature Parks  SERENGETI & NGORONGORO Tanzania	NPM-DVD-142		SERENGETI & NGORONGORO	Tanzania	Nature Parks SERENGETI & NGORONGORO Tanzania DVD Global Television Arcadia Films	Global Television	GLOBAL TELEVISION est
7905	244883	0	0	0	0	0	0	0	0		Nature Wonders  SERENGETI Tanzania	NWG-DVD-186		SERENGETI	Tanzania	Nature Wonders Serengeti DVD Global Television Arcadia Films	Global Television	GLOBAL TELEVISION est
7745	239561	0	0	0	0	0	0	0	0		Stock Footage Collections  Serbia Royalty Free Stock Footage	CLP-DVD-SERBI		Serbia	Royalty Free Stock Footage	Serbia: Royalty Free Stock Footage DVD Cory Langley Productions	Cory Langley Productions	Intense Films
9982		0	0	0	0	0	0	0	0		Planet Terra   SERA GONBA TIBET	PT-DL-069	 	SERA GONBA TIBET		SERA GONBA TIBET Planet Terra, Global Television	Global Television	GLOBAL TELEVISION est
10078		0	0	0	0	0	0	0	0		Planet Terra   SEOUL KOREA	PT-DL-165	 	SEOUL KOREA		SEOUL KOREA Planet Terra, Global Television	Global Television	GLOBAL TELEVISION est
8505	258526	0	0	0	0	0	0	0	0		Vista Point  SEOUL South Korea	VPG-DVD-236		SEOUL	South Korea	Vista Point SEOUL - South Korea DVD	Global Television	GLOBAL TELEVISION est
13504		0	0	0	0	0	0	0	0		Top Destinations  SENJ	TOP-DVD-111		SENJ		Top Destinations SENJ DVD Amali Doare	Amali Doare	Amali Doare
7747	239562	0	0	0	0	0	0	0	0		Stock Footage Collections  Senegal Royalty Free Stock Footage	CLP-DVD-SENE		Senegal	Royalty Free Stock Footage	Senegal: Royalty Free Stock Footage DVD Cory Langley Productions	Cory Langley Productions	Intense Films
6921	236677	0	0	0	0	0	0	0	0		Global Treasures  SEMMERING RAILWAY Austria	GTR-DVD-1202		SEMMERING RAILWAY	Austria	Global Treasures SEMMERING Austria DVD Global Television	Global Television	GLOBAL TELEVISION est
10128		0	0	0	0	0	0	0	0		Planet Terra   SEMMERING AUSTRIA	PT-DL-215	 	SEMMERING AUSTRIA		SEMMERING AUSTRIA Planet Terra, Global Television	Global Television	GLOBAL TELEVISION est
9175	271649	0	0	0	0	0	0	0	0		Good Time Golf  Semiahmoo Resort Bellingham Washington	GTG-DVD-308		Semiahmoo Resort	Bellingham Washington	Good Time Golf DVD Semiahmoo Resort Bellingham Washington Golf Media Group	Golf Media Group	John McLean Media
7161	236811	0	0	0	0	0	0	0	0		Nature Parks  SELOUS GAME RESERVE Tanzania	NPM-DVD-149		SELOUS GAME RESERVE	Tanzania	Nature Parks SELOUS GAME RESERVE Tanzania DVD Global Television Arcadia Films	Global Television	GLOBAL TELEVISION est
7908	244886	0	0	0	0	0	0	0	0		Nature Wonders  SELOUS GAME RESERVE Tanzania	NWG-DVD-189		SELOUS GAME RESERVE	Tanzania	Nature Wonders Selous Game Reserve DVD Global Television Arcadia Films	Global Television	GLOBAL TELEVISION est
10184		0	0	0	0	0	0	0	0		Planet Terra   SELINUNTE ITALY	PT-DL-271	 	SELINUNTE ITALY		SELINUNTE ITALY Planet Terra, Global Television	Global Television	GLOBAL TELEVISION est
6918	236676	0	0	0	0	0	0	0	0		Global Treasures  SELINUNTE Selinus Sicily, Italy	GTR-DVD-1199		SELINUNTE	Selinus Sicily, Italy	Global Treasures SELINUNTE Sicily, Italy DVD Global Television	Global Television	GLOBAL TELEVISION est
13502		0	0	0	0	0	0	0	0		Top Destinations  SELCE	TOP-DVD-109		SELCE		Top Destinations SELCE DVD Amali Doare	Amali Doare	Amali Doare
8779	267509	0	0	0	0	0	0	0	0		Great Chefs of Austria Chef Walter Jost Seefeld, Tyrol Gartenhotel Tummlerhof Seefeld	GCA-DVD-121	Chef Walter Jost	Seefeld, Tyrol	Gartenhotel Tummlerhof Seefeld	Great Chefs of Austria Episode 21 DVD GCI INC	GCI INC	GCI, Inc.
8781	267517	0	0	0	0	0	0	0	0		Great Chefs of Austria Chef Martin A. Reitberger Seefeld, Tyrol Hotel St. Peter	GCA-DVD-123	Chef Martin A. Reitberger	Seefeld, Tyrol	Hotel St. Peter	Great Chefs of Austria Episode 23 DVD GCI INC	GCI INC	GCI, Inc.
5871	221282	0	0	0	0	0	0	0	0		History Of World War II The Seeds For Victory	A2Z-DVD-50072	The	Seeds For Victory		History Of World War II The Seeds For Victory DVD A2ZCDS	A2ZCDS	A2ZCDS, INC
11354	355165	0	0	0	0	0	0	0	0		Seed Warriors	SW-DVD-101		Seed Warriors		Seed Warriors DVD Looking Glass International	Mirjam von Arx	Looking Glass International
9728	286246	0	0	0	0	0	0	0	0		Culinary Travels  Seductive Sonoma	CTP-DVD-512		Seductive Sonoma		Culinary Travels Seductive Sonoma DVD Vine's Eye Productions Inc	Vine's Eye Productions, Inc	Vine's Eye Productions, Inc
8155	250325	0	0	0	0	0	0	0	0		A Video Coffee Table Book  Sedona A Video Diary	DIGI-DVD-78932		Sedona	A Video Diary	A Video Coffee Table Book Sedona A Video Diary - DVD - Digital Video Diaries	Digital Video Destinations	Digital Video Destinations
8294	253058	0	0	0	0	0	0	0	0		Karma Trekkers  Sedona Arizona	KT-DVD-SEDONA		Sedona	Arizona	Karma Trekkers Sedona- DVD - Resource Media Inc	Resource Media Inc	Re:Source Media Inc
10485	292775	0	0	0	0	0	0	0	0		African Secrets  Secrets of the Wilderness	AS-DVD-108		Secrets of the Wilderness		Secrets of the Wilderness DVD Video Promotions Zimbabwe	Video Promotions Zimbabwe	Video Promotions Zimbabwe Ltd.
10484	292784	0	0	0	0	0	0	0	0		African Secrets  Secrets of the Wilderness (PAL)	AS-PDVD-108		Secrets of the Wilderness	(PAL)	Secrets of the Wilderness DVD Video Promotions Zimbabwe	Video Promotions Zimbabwe	Video Promotions Zimbabwe Ltd.
13778		0	0	0	0	0	0	0	0		New Frontiers - Road to Civilizations  Secrets of the Rock Paintings	RTC-DVD-140		Secrets of the Rock Paintings		New Frontiers Road to Civilizations Secrets of the Rock Paintings DVD China International TV Corp	Wang Xian	China International TV Corp
10785	310454	0	0	0	0	0	0	0	0		Good Time Golf  Seattle/Kitsap	GTG-DVD-105		Seattle/Kitsap		Good Time Golf Seattle/Kitsap DVD Golf Media Group	Golf Media Group	John McLean Media
8342	253071	0	0	0	0	0	0	0	0		Destination..  Seattle	DAV-DVD-SEAT		Seattle		Destination Seattle DVD Daval Productions	Daval Productions	Pacific Music Marketing
10725	306706	0	0	0	0	0	0	0	0		Bump!  Seattle	PPE-DVD-304		Seattle		Bump-The Ultimate Gay Travel Companion Seattle DVD Bumper2Bumper Media Inc	Peacepoint Entertainment	Bumper 2 Bumper Media Inc
13275	357179	0	0	0	0	0	0	0	0		Passport to Explore  Seattle	PTX-DVD-116		Seattle		Passport to Explore Seattle DVD Daved Productions	Daved Productions	DAVED Productions, LLC
9452	278459	0	0	0	0	0	0	0	0		Seasons of the Otter	TWF-DVD-OTTER		Seasons of the Otter		Seasons of the Otter DVD Trailwood Films	Trailwood Films	Trailwood Films
5384	221401	0	0	0	0	0	0	0	0		Weekend Explorer  Season's Highlights	BSP-DVD-113		Season's Highlights		Weekend Explorer Season's Highlights DVD Barnstormer Productions	Barnstormer Productions	Barnstormer Productions
13604		0	0	0	0	0	0	0	0		Extremists  SEARS POINT RACEWAY	XTRM-DVD-201		SEARS POINT RACEWAY		Extremists SEARS POINT RACEWAY DVD Bennett Media Worldwide	Bennett Media Worldwide	Bennett Media Worldwide
11214	341724	0	0	0	0	0	0	0	0		Cruising the World  Sea of Cortez	DQP-DVD-CORTEZ		Sea of Cortez		Cruising the World Sea of Cortez DVD DreamQuest Productions	DreamQuest Productions	Dreamquest Productions
13670		0	0	0	0	0	0	0	0		Bikini Destinations  Sea of Cortez	BD-DVD-408		Sea of Cortez		Bikini Destinations Sea of Cortez DVD Bennett Media Worldwide	Bennett Media Worldwide	Bennett Media Worldwide
13614		0	0	0	0	0	0	0	0		Extremists  SEA KAYAKING	XTRM-DVD-210		SEA KAYAKING		Extremists SEA KAYAKING DVD Bennett Media Worldwide	Bennett Media Worldwide	Bennett Media Worldwide
10213		0	0	0	0	0	0	0	0		Planet Terra  SE CATEDRAL-PORTO PORTUGAL	PT-DL-300		SE CATEDRAL-PORTO PORTUGAL		SE CATEDRAL-PORTO PORTUGAL Planet Terra, Global Television	Global Television	GLOBAL TELEVISION est
