"Member ID","163145"
"Legacy Account ID",""
"Business Name","Travel Video Store"
"Address","5420 Boran Dr"
"","Tampa FL  33610"
"","United States"
"Date for Report","00:23 PST Jan  5 2015 "
"Date Range","12/01/14 to 01/01/15"
""
""
"Sales Channel","Sales Date","External SKU","UPC/EAN","TitleID","Title","Units","HAP/Sales Price","HAP/Sales Price Total","Extended Price %","Extended Price per Unit","Extended Price Total","Cost per Unit","Cost Total","Publisher Compensation per Unit","Publisher Compensation Total"
"Amazon UK Retail","05/12/2014","","883629830056","260445","Iceland's Favourite Places  Reykjavik & The Golden Circle (PAL)","1","11.99","11.99","50%","5.99","5.99","0.00","0.00","5.99","5.99"
"Amazon UK Retail","19/12/2014","","883629830056","260445","Iceland's Favourite Places  Reykjavik & The Golden Circle (PAL)","1","11.99","11.99","50%","5.99","5.99","0.00","0.00","5.99","5.99"
"Amazon UK Retail","11/12/2014","","883629830049","260446","Iceland's Favourite Places  Akureyri & The Magical North (PAL)","1","11.99","11.99","50%","5.99","5.99","0.00","0.00","5.99","5.99"
"Amazon UK Retail","28/12/2014","","883629833002","261156","Iceland's Favourite Places","1","14.99","14.99","50%","7.49","7.49","0.00","0.00","7.49","7.49"
"Amazon UK Retail","08/12/2014","221184","883629953847","266093","English Cottage and Country Gardens (NTSC)","1","7.41","7.41","50%","3.70","3.70","0.00","0.00","3.70","3.70"
"Amazon UK Retail","21/12/2014","221184","883629953847","266093","English Cottage and Country Gardens (NTSC)","1","7.41","7.41","50%","3.70","3.70","0.00","0.00","3.70","3.70"
"Amazon UK Retail","17/12/2014","221184","883629953847","266093","English Cottage and Country Gardens (NTSC)","1","7.41","7.41","50%","3.70","3.70","0.00","0.00","3.70","3.70"
"Amazon UK Retail","04/12/2014","221184","883629953847","266093","English Cottage and Country Gardens (NTSC)","1","7.41","7.41","50%","3.70","3.70","0.00","0.00","3.70","3.70"
"Amazon UK Retail","01/12/2014","221184","883629953847","266093","English Cottage and Country Gardens (NTSC)","1","7.41","7.41","50%","3.70","3.70","0.00","0.00","3.70","3.70"
"Amazon UK Retail","14/12/2014","221184","883629953847","266093","English Cottage and Country Gardens (NTSC)","1","7.41","7.41","50%","3.70","3.70","0.00","0.00","3.70","3.70"
"Amazon UK Retail","18/12/2014","221184","883629953847","266093","English Cottage and Country Gardens (NTSC)","1","7.41","7.41","50%","3.70","3.70","0.00","0.00","3.70","3.70"
"Amazon UK Retail","20/12/2014","221184","883629953847","266093","English Cottage and Country Gardens (NTSC)","1","7.41","7.41","50%","3.70","3.70","0.00","0.00","3.70","3.70"
"Amazon UK Retail","03/12/2014","221184","883629953847","266093","English Cottage and Country Gardens (NTSC)","1","7.41","7.41","50%","3.70","3.70","0.00","0.00","3.70","3.70"
"Amazon UK Retail","09/12/2014","221184","883629953847","266093","English Cottage and Country Gardens (NTSC)","1","7.41","7.41","50%","3.70","3.70","0.00","0.00","3.70","3.70"
"Amazon UK Retail","05/12/2014","221184","883629953847","266093","English Cottage and Country Gardens (NTSC)","2","7.41","14.82","50%","3.70","7.40","0.00","0.00","3.70","7.40"
"Amazon UK Retail","01/12/2014","221184","883629953847","266093","English Cottage and Country Gardens (NTSC)","1","7.41","7.41","50%","3.70","3.70","0.00","0.00","3.70","3.70"
"Amazon UK Retail","12/12/2014","221184","883629953847","266093","English Cottage and Country Gardens (NTSC)","1","7.41","7.41","50%","3.70","3.70","0.00","0.00","3.70","3.70"
"Amazon UK Retail","13/12/2014","221184","883629953847","266093","English Cottage and Country Gardens (NTSC)","1","7.41","7.41","50%","3.70","3.70","0.00","0.00","3.70","3.70"
"Amazon UK Retail","21/12/2014","221358","883629953892","266098","The Great Gardens of England (NTSC)","1","7.41","7.41","50%","3.70","3.70","0.00","0.00","3.70","3.70"
"Amazon UK Retail","05/12/2014","221358","883629953892","266098","The Great Gardens of England (NTSC)","1","7.41","7.41","50%","3.70","3.70","0.00","0.00","3.70","3.70"
"Amazon UK Retail","09/12/2014","221358","883629953892","266098","The Great Gardens of England (NTSC)","1","7.41","7.41","50%","3.70","3.70","0.00","0.00","3.70","3.70"
"Amazon UK Retail","11/12/2014","221484","883629953922","266101","Slovenia and Croatia (NTSC)","1","7.41","7.41","50%","3.70","3.70","0.00","0.00","3.70","3.70"
"Amazon UK Retail","08/12/2014","221348","883629953939","266102","Take A Tour Of... Las Vegas (NTSC)","1","7.41","7.41","50%","3.70","3.70","0.00","0.00","3.70","3.70"
"Amazon UK Retail","28/12/2014","221302","883629953977","266106","Machu Picchu and the Sacred Valley (NTSC)","1","7.41","7.41","50%","3.70","3.70","0.00","0.00","3.70","3.70"
"Amazon UK Retail","06/12/2014","221285","883629953984","266107","Europe's Wild Gem Iceland -- It's so much more than ice! (NTSC)","1","7.41","7.41","50%","3.70","3.70","0.00","0.00","3.70","3.70"
"Amazon UK Retail","21/12/2014","236437","883629954004","266109","Exploring French Wine Regions (NTSC)","1","7.41","7.41","50%","3.70","3.70","0.00","0.00","3.70","3.70"
"Amazon UK Retail","26/12/2014","214895","883629954028","266111","Panorama Singapore (NTSC)","1","7.41","7.41","50%","3.70","3.70","0.00","0.00","3.70","3.70"
"Amazon UK Retail","18/12/2014","236955","883629954097","266118","Silk Road Journey From China Through Central Asia (NTSC)","1","7.41","7.41","50%","3.70","3.70","0.00","0.00","3.70","3.70"
"Amazon UK Retail","09/12/2014","237004","883629954103","266119","Undiscovered Wales (NTSC)","1","7.41","7.41","50%","3.70","3.70","0.00","0.00","3.70","3.70"
"Amazon UK Retail","22/12/2014","237041","883629954189","266127","Vista Point  DUBAI United Arab Emirates (NTSC)","1","7.41","7.41","50%","3.70","3.70","0.00","0.00","3.70","3.70"
"Amazon UK Retail","20/12/2014","237041","883629954189","266127","Vista Point  DUBAI United Arab Emirates (NTSC)","1","7.41","7.41","50%","3.70","3.70","0.00","0.00","3.70","3.70"
"Amazon UK Retail","14/12/2014","221248","883629954196","266128","Growing Good Roses (NTSC)","1","7.41","7.41","50%","3.70","3.70","0.00","0.00","3.70","3.70"
"Amazon UK Retail","26/12/2014","236335","883629954264","266135","Bavaria and the Black Forest (NTSC)","1","7.41","7.41","50%","3.70","3.70","0.00","0.00","3.70","3.70"
"Amazon UK Retail","02/12/2014","236335","883629954264","266135","Bavaria and the Black Forest (NTSC)","2","7.41","14.82","50%","3.70","7.40","0.00","0.00","3.70","7.40"
"Amazon UK Retail","15/12/2014","236335","883629954264","266135","Bavaria and the Black Forest (NTSC)","1","7.41","7.41","50%","3.70","3.70","0.00","0.00","3.70","3.70"
"Amazon UK Retail","19/12/2014","236335","883629954264","266135","Bavaria and the Black Forest (NTSC)","1","7.41","7.41","50%","3.70","3.70","0.00","0.00","3.70","3.70"
"Amazon UK Retail","07/12/2014","221343","883629954356","266144","South African Safari (NTSC)","1","7.41","7.41","50%","3.70","3.70","0.00","0.00","3.70","3.70"
"Amazon UK Retail","05/12/2014","221343","883629954356","266144","South African Safari (NTSC)","1","7.41","7.41","50%","3.70","3.70","0.00","0.00","3.70","3.70"
"Amazon UK Retail","02/12/2014","221343","883629954356","266144","South African Safari (NTSC)","1","7.41","7.41","50%","3.70","3.70","0.00","0.00","3.70","3.70"
"Amazon UK Retail","05/12/2014","221343","883629954356","266144","South African Safari (NTSC)","1","7.41","7.41","50%","3.70","3.70","0.00","0.00","3.70","3.70"
"Amazon UK Retail","13/12/2014","221343","883629954356","266144","South African Safari (NTSC)","1","7.41","7.41","50%","3.70","3.70","0.00","0.00","3.70","3.70"
"Amazon UK Retail","01/12/2014","237019","883629954486","266157","Vista Point  BARCELONA Spain (NTSC)","1","7.41","7.41","50%","3.70","3.70","0.00","0.00","3.70","3.70"
"Amazon UK Retail","15/12/2014","237019","883629954486","266157","Vista Point  BARCELONA Spain (NTSC)","1","7.41","7.41","50%","3.70","3.70","0.00","0.00","3.70","3.70"
"Amazon UK Retail","18/12/2014","221160","883629954561","266165","Bermuda (NTSC)","1","7.41","7.41","50%","3.70","3.70","0.00","0.00","3.70","3.70"
"Amazon UK Retail","22/12/2014","236300","883629954684","266177","7 Days  PERU (NTSC)","1","7.41","7.41","50%","3.70","3.70","0.00","0.00","3.70","3.70"
"Amazon UK Retail","17/12/2014","236812","883629954868","266195","Nature Parks  SERENGETI & NGORONGORO Tanzania (NTSC)","1","7.41","7.41","50%","3.70","3.70","0.00","0.00","3.70","3.70"
"Amazon UK Retail","06/12/2014","236812","883629954868","266195","Nature Parks  SERENGETI & NGORONGORO Tanzania (NTSC)","2","7.41","14.82","50%","3.70","7.40","0.00","0.00","3.70","7.40"
"Amazon UK Retail","01/12/2014","236812","883629954868","266195","Nature Parks  SERENGETI & NGORONGORO Tanzania (NTSC)","1","7.41","7.41","50%","3.70","3.70","0.00","0.00","3.70","3.70"
"Amazon UK Retail","10/12/2014","236812","883629954868","266195","Nature Parks  SERENGETI & NGORONGORO Tanzania (NTSC)","1","7.41","7.41","50%","3.70","3.70","0.00","0.00","3.70","3.70"
"Amazon UK Retail","14/12/2014","236812","883629954868","266195","Nature Parks  SERENGETI & NGORONGORO Tanzania (NTSC)","1","7.41","7.41","50%","3.70","3.70","0.00","0.00","3.70","3.70"
"Amazon UK Retail","08/12/2014","236812","883629954868","266195","Nature Parks  SERENGETI & NGORONGORO Tanzania (NTSC)","1","7.41","7.41","50%","3.70","3.70","0.00","0.00","3.70","3.70"
"Amazon UK Retail","16/12/2014","236812","883629954868","266195","Nature Parks  SERENGETI & NGORONGORO Tanzania (NTSC)","1","7.41","7.41","50%","3.70","3.70","0.00","0.00","3.70","3.70"
"Amazon UK Retail","04/12/2014","221300","883629954905","266199","Lisbon, Portugal (NTSC)","1","7.41","7.41","50%","3.70","3.70","0.00","0.00","3.70","3.70"
"Amazon UK Retail","07/12/2014","221300","883629954905","266199","Lisbon, Portugal (NTSC)","1","7.41","7.41","50%","3.70","3.70","0.00","0.00","3.70","3.70"
"Amazon UK Retail","30/12/2014","236296","883629954950","266204","7 Days  NEPAL (NTSC)","1","7.41","7.41","50%","3.70","3.70","0.00","0.00","3.70","3.70"
"Amazon UK Retail","22/12/2014","236490","883629955148","266223","Global Treasures  ANGKOR WAT Cambodia (NTSC)","1","7.41","7.41","50%","3.70","3.70","0.00","0.00","3.70","3.70"
"Amazon UK Retail","18/12/2014","236490","883629955148","266223","Global Treasures  ANGKOR WAT Cambodia (NTSC)","1","7.41","7.41","50%","3.70","3.70","0.00","0.00","3.70","3.70"
"Amazon UK Retail","27/12/2014","236291","883629955179","266226","7 Days  MALTA (NTSC)","1","7.41","7.41","50%","3.70","3.70","0.00","0.00","3.70","3.70"
"Amazon UK Retail","21/12/2014","236291","883629955179","266226","7 Days  MALTA (NTSC)","1","7.41","7.41","50%","3.70","3.70","0.00","0.00","3.70","3.70"
"Amazon UK Retail","17/12/2014","236291","883629955179","266226","7 Days  MALTA (NTSC)","1","7.41","7.41","50%","3.70","3.70","0.00","0.00","3.70","3.70"
"Amazon UK Retail","12/12/2014","236291","883629955179","266226","7 Days  MALTA (NTSC)","1","7.41","7.41","50%","3.70","3.70","0.00","0.00","3.70","3.70"
"Amazon UK Retail","08/12/2014","228845","883629955223","266231","A Doug Jones Travelog The Great Canadian Train Ride (NTSC)","1","7.41","7.41","50%","3.70","3.70","0.00","0.00","3.70","3.70"
"Amazon UK Retail","20/12/2014","228845","883629955223","266231","A Doug Jones Travelog The Great Canadian Train Ride (NTSC)","1","7.41","7.41","50%","3.70","3.70","0.00","0.00","3.70","3.70"
"Amazon UK Retail","04/12/2014","228845","883629955223","266231","A Doug Jones Travelog The Great Canadian Train Ride (NTSC)","1","7.41","7.41","50%","3.70","3.70","0.00","0.00","3.70","3.70"
"Amazon UK Retail","06/12/2014","228845","883629955223","266231","A Doug Jones Travelog The Great Canadian Train Ride (NTSC)","1","7.41","7.41","50%","3.70","3.70","0.00","0.00","3.70","3.70"
"Amazon UK Retail","10/12/2014","236738","883629955391","266248","Images of Umbria (NTSC)","1","7.41","7.41","50%","3.70","3.70","0.00","0.00","3.70","3.70"
"Amazon UK Retail","15/12/2014","237076","883629955551","266264","Vista Point  MADRID Spain (NTSC)","1","7.41","7.41","50%","3.70","3.70","0.00","0.00","3.70","3.70"
"Amazon UK Retail","07/12/2014","214889","883629955575","266266","Perth Australia's Golden City (NTSC)","1","7.41","7.41","50%","3.70","3.70","0.00","0.00","3.70","3.70"
"Amazon UK Retail","18/12/2014","236639","883629955629","266271","Global Treasures  Peterhof Russia (NTSC)","1","7.41","7.41","50%","3.70","3.70","0.00","0.00","3.70","3.70"
"Amazon UK Retail","02/12/2014","236340","883629955841","266293","Britain's Gentle Highway ... a canal adventure in England, Scotland and Wales (NTSC)","2","7.41","14.82","50%","3.70","7.40","0.00","0.00","3.70","7.40"
"Amazon UK Retail","08/12/2014","236340","883629955841","266293","Britain's Gentle Highway ... a canal adventure in England, Scotland and Wales (NTSC)","1","7.41","7.41","50%","3.70","3.70","0.00","0.00","3.70","3.70"
"Amazon UK Retail","13/12/2014","236340","883629955841","266293","Britain's Gentle Highway ... a canal adventure in England, Scotland and Wales (NTSC)","1","7.41","7.41","50%","3.70","3.70","0.00","0.00","3.70","3.70"
"Amazon UK Retail","20/12/2014","236340","883629955841","266293","Britain's Gentle Highway ... a canal adventure in England, Scotland and Wales (NTSC)","1","7.41","7.41","50%","3.70","3.70","0.00","0.00","3.70","3.70"
"Amazon UK Retail","01/12/2014","221388","883629955957","266304","Weekend Explorer  Kanab, Utah Zion, Bryce, and Grand Canyon National Parks (NTSC)","1","7.41","7.41","50%","3.70","3.70","0.00","0.00","3.70","3.70"
"Amazon UK Retail","12/12/2014","214886","883629956091","266318","Sydney Australia's Olympic City (NTSC)","1","7.41","7.41","50%","3.70","3.70","0.00","0.00","3.70","3.70"
"Amazon UK Retail","06/12/2014","236371","883629956145","266323","Cosmos Global Documentaries  MEKONG The Three Ancient Kingdoms Of Cambodia, Thailand & Vietnam (NTSC","1","7.41","7.41","50%","3.70","3.70","0.00","0.00","3.70","3.70"
"Amazon UK Retail","15/12/2014","239560","883629956152","266324","Italy Sicily-South Taormina-Syracusa-Agrigento-Enna-Etna (NTSC)","1","7.41","7.41","50%","3.70","3.70","0.00","0.00","3.70","3.70"
"Amazon UK Retail","20/12/2014","214906","883629956183","266327","Western Australia (NTSC)","1","7.41","7.41","50%","3.70","3.70","0.00","0.00","3.70","3.70"
"Amazon UK Retail","22/12/2014","236312","883629956374","266346","7 Days  THAILAND (NTSC)","1","7.41","7.41","50%","3.70","3.70","0.00","0.00","3.70","3.70"
"Amazon UK Retail","07/12/2014","236385","883629956398","266348","Cosmos Global Documentaries  SICILY -Treasure Trove Of History (NTSC)","1","7.41","7.41","50%","3.70","3.70","0.00","0.00","3.70","3.70"
"Amazon UK Retail","07/12/2014","236385","883629956398","266348","Cosmos Global Documentaries  SICILY -Treasure Trove Of History (NTSC)","1","7.41","7.41","50%","3.70","3.70","0.00","0.00","3.70","3.70"
"Amazon UK Retail","22/12/2014","237117","883629956459","266354","Vista Point  SINGAPORE (NTSC)","1","7.41","7.41","50%","3.70","3.70","0.00","0.00","3.70","3.70"
"Amazon UK Retail","10/12/2014","236790","883629956510","266360","Nature Parks  HAWAI'I VOLCANOES PARK (NTSC)","1","7.41","7.41","50%","3.70","3.70","0.00","0.00","3.70","3.70"
"Amazon UK Retail","30/12/2014","244921","883629956534","266362","Roma The Eternal City (NTSC)","1","7.41","7.41","50%","3.70","3.70","0.00","0.00","3.70","3.70"
"Amazon UK Retail","28/12/2014","236398","883629956640","266373","Cosmos Global Documentaries The 3 PEARLS OF ANDALUCIA Córdoba, Granada, Sevilla (NTSC)","1","7.41","7.41","50%","3.70","3.70","0.00","0.00","3.70","3.70"
"Amazon UK Retail","18/12/2014","221169","883629956749","266383","A Doug Jones Travelog  Cruising The Orient On The QE2 (NTSC)","1","7.41","7.41","50%","3.70","3.70","0.00","0.00","3.70","3.70"
"Amazon UK Retail","01/12/2014","221169","883629956749","266383","A Doug Jones Travelog  Cruising The Orient On The QE2 (NTSC)","1","7.41","7.41","50%","3.70","3.70","0.00","0.00","3.70","3.70"
"Amazon UK Retail","10/12/2014","221169","883629956749","266383","A Doug Jones Travelog  Cruising The Orient On The QE2 (NTSC)","1","7.41","7.41","50%","3.70","3.70","0.00","0.00","3.70","3.70"
"Amazon UK Retail","14/12/2014","221409","883629956770","266386","Western Canada Far & Wild (NTSC)","1","7.41","7.41","50%","3.70","3.70","0.00","0.00","3.70","3.70"
"Amazon UK Retail","12/12/2014","236443","883629956794","266388","EXTRAVAGANZA  PALACE ON WHEELS Five Star Train Journey In Wonderland (NTSC)","1","7.41","7.41","50%","3.70","3.70","0.00","0.00","3.70","3.70"
"Amazon UK Retail","18/12/2014","236780","883629956879","266396","Nature Parks  CANADIAN ROCKY MOUNTAINS Canada (NTSC)","1","7.41","7.41","50%","3.70","3.70","0.00","0.00","3.70","3.70"
"Amazon UK Retail","20/12/2014","221186","883629956954","266404","Europe If By Road - Your guide to Camping and Motorhome Vacations in Europe (NTSC)","1","7.41","7.41","50%","3.70","3.70","0.00","0.00","3.70","3.70"
"Amazon UK Retail","09/12/2014","221186","883629956954","266404","Europe If By Road - Your guide to Camping and Motorhome Vacations in Europe (NTSC)","1","7.41","7.41","50%","3.70","3.70","0.00","0.00","3.70","3.70"
"Amazon UK Retail","01/12/2014","236261","883629956992","266408","7 Days  Bahamas (NTSC)","1","7.41","7.41","50%","3.70","3.70","0.00","0.00","3.70","3.70"
"Amazon UK Retail","21/12/2014","","883629735399","270832","Vietnam A Land of Surprises","1","11.99","11.99","50%","5.99","5.99","0.00","0.00","5.99","5.99"
"Amazon UK Retail","18/12/2014","","883629735399","270832","Vietnam A Land of Surprises","1","11.99","11.99","50%","5.99","5.99","0.00","0.00","5.99","5.99"
"Amazon UK Retail","21/12/2014","PTADVD102","883629747316","271134","Passport to Adventure: Exploring Rural China and the Great Wall","1","8.99","8.99","50%","4.49","4.49","0.00","0.00","4.49","4.49"
"Amazon UK Retail","16/12/2014","PTADVD109","883629747361","271139","Passport to Adventure: Exploring Rugged Northern Corsica France","1","8.99","8.99","50%","4.49","4.49","0.00","0.00","4.49","4.49"
"Amazon UK Retail","02/12/2014","PTADVD114","883629747392","271142","Passport to Adventure: A Journey Down the Yangtze River China","1","8.99","8.99","50%","4.49","4.49","0.00","0.00","4.49","4.49"
"Amazon UK Retail","16/12/2014","PTADVD118","883629747422","271145","Passport to Adventure: Magical Southern Corsica France","1","8.99","8.99","50%","4.49","4.49","0.00","0.00","4.49","4.49"
"Amazon UK Retail","26/12/2014","PTADVD207","883629747569","271159","Passport to Adventure: The Jungles and Rivers of Costa Rica","1","8.99","8.99","50%","4.49","4.49","0.00","0.00","4.49","4.49"
"Amazon UK Retail","15/12/2014","","883629749068","271540","Passport to Adventure The Pyrenees Mountains Spain and France","1","8.99","8.99","50%","4.49","4.49","0.00","0.00","4.49","4.49"
"Amazon UK Retail","28/12/2014","MHKDVD101","883629752662","271657","The Magic of Hong Kong","1","11.99","11.99","50%","5.99","5.99","0.00","0.00","5.99","5.99"
"Amazon UK Retail","21/12/2014","COWS-DVD-103","885444065521","274153","Cities of the World  Bali Indonesia","1","11.99","11.99","50%","5.99","5.99","0.00","0.00","5.99","5.99"
"Amazon UK Retail","13/12/2014","COWS-DVD-113","885444065620","274163","Cities of the World  Corfu Greece","1","11.99","11.99","50%","5.99","5.99","0.00","0.00","5.99","5.99"
"Amazon UK Retail","17/12/2014","COWS-DVD-114","885444065637","274164","Cities of the World  Corsica France","1","11.99","11.99","50%","5.99","5.99","0.00","0.00","5.99","5.99"
"Amazon UK Retail","10/12/2014","COWS-DVD-117","885444065668","274167","Cities of the World  Crete Greece","1","11.99","11.99","50%","5.99","5.99","0.00","0.00","5.99","5.99"
"Amazon UK Retail","06/12/2014","COWS-DVD-122","885444065712","274172","Cities of the World  Dubai United Arab Emirates","1","11.99","11.99","50%","5.99","5.99","0.00","0.00","5.99","5.99"
"Amazon UK Retail","22/12/2014","COWS-DVD-141","885444065903","274191","Cities of the World  Krakow Poland","1","11.99","11.99","50%","5.99","5.99","0.00","0.00","5.99","5.99"
"Amazon UK Retail","08/12/2014","COWS-DVD-144","885444065934","274194","Cities of the World  Madeira Portugal","1","11.99","11.99","50%","5.99","5.99","0.00","0.00","5.99","5.99"
"Amazon UK Retail","10/12/2014","COWS-DVD-146","885444065958","274196","Cities of the World  Malta","1","11.99","11.99","50%","5.99","5.99","0.00","0.00","5.99","5.99"
"Amazon UK Retail","12/12/2014","COWS-DVD-146","885444065958","274196","Cities of the World  Malta","1","11.99","11.99","50%","5.99","5.99","0.00","0.00","5.99","5.99"
"Amazon UK Retail","08/12/2014","COWS-DVD-152","885444066016","274202","Cities of the World  New York USA","1","11.99","11.99","50%","5.99","5.99","0.00","0.00","5.99","5.99"
"Amazon UK Retail","18/12/2014","COWS-DVD-152","885444066016","274202","Cities of the World  New York USA","1","11.99","11.99","50%","5.99","5.99","0.00","0.00","5.99","5.99"
"Amazon UK Retail","26/12/2014","COWS-DVD-154","885444066030","274204","Cities of the World  Peru","1","11.99","11.99","50%","5.99","5.99","0.00","0.00","5.99","5.99"
"Amazon UK Retail","26/12/2014","TIDVD104","885444066399","274240","Travelview International  Barbados","1","8.99","8.99","50%","4.49","4.49","0.00","0.00","4.49","4.49"
"Amazon UK Retail","03/12/2014","TIDVD104","885444066399","274240","Travelview International  Barbados","1","8.99","8.99","50%","4.49","4.49","0.00","0.00","4.49","4.49"
"Amazon UK Retail","18/12/2014","TIDVD105","885444066405","274241","Travelview International  Cancun Mexico","1","8.99","8.99","50%","4.49","4.49","0.00","0.00","4.49","4.49"
"Amazon UK Retail","03/12/2014","TIDVD111","885444066467","274247","Travelview International  Indonesia","1","8.99","8.99","50%","4.49","4.49","0.00","0.00","4.49","4.49"
"Amazon UK Retail","19/12/2014","WADVD112","885444066726","274273","The World Atlas  Danube Europe","1","11.99","11.99","50%","5.99","5.99","0.00","0.00","5.99","5.99"
"Amazon UK Retail","16/12/2014","WADVD140","885444067006","274301","The World Atlas  WORLD: HUMAN GEOGRAPHY","1","11.99","11.99","50%","5.99","5.99","0.00","0.00","5.99","5.99"
"Amazon UK Retail","18/12/2014","WADVD140","885444067006","274301","The World Atlas  WORLD: HUMAN GEOGRAPHY","1","11.99","11.99","50%","5.99","5.99","0.00","0.00","5.99","5.99"
"Amazon UK Retail","16/12/2014","","885444302633","283811","East Sussex Medieval Towns and Villages Churches[NON-US FORMAT, PAL]","1","11.99","11.99","50%","5.99","5.99","0.00","0.00","5.99","5.99"
"Amazon UK Retail","26/12/2014","","885444323522","284411","Culinary Travels Campania Italy","1","11.99","11.99","50%","5.99","5.99","0.00","0.00","5.99","5.99"
"Amazon UK Retail","17/12/2014","","885444323737","284432","Culinary Travels Bermuda-A British Isle","1","11.99","11.99","50%","5.99","5.99","0.00","0.00","5.99","5.99"
"Amazon UK Retail","21/12/2014","PISPDVD108","885444385452","287621","Corfu[NON-US FORMAT, PAL]","1","11.99","11.99","50%","5.99","5.99","0.00","0.00","5.99","5.99"
"Amazon UK Retail","15/12/2014","PISPDVD109","885444385469","287622","Crete[NON-US FORMAT, PAL]","1","11.99","11.99","50%","5.99","5.99","0.00","0.00","5.99","5.99"
"Amazon UK Retail","04/12/2014","PISPDVD124","885444385612","287637","The History of the City of Athens[NON-US FORMAT, PAL]","1","12.99","12.99","50%","6.49","6.49","0.00","0.00","6.49","6.49"
"Amazon UK Retail","13/12/2014","CGP-PDVD-MALTA","885444454691","291574","Malta by Microlight (PAL)","1","11.99","11.99","50%","5.99","5.99","0.00","0.00","5.99","5.99"
"Amazon UK Retail","04/12/2014","CC-DVD-108","886470354115","325468","New Frontiers Chinese Civilization The Light of Reason Ancient Schools","1","8.99","8.99","50%","4.49","4.49","0.00","0.00","4.49","4.49"
"Amazon UK Retail","30/12/2014","RYR-DVD-103","886470354160","325473","Rediscovering the Yangtze River The Dream of the Three Gorges","1","8.99","8.99","50%","4.49","4.49","0.00","0.00","4.49","4.49"
"Amazon UK Retail","19/12/2014","DTW-DVD-12","814618014942","340134","Discover the World Rio De Janeiro","1","8.99","8.99","50%","4.49","4.49","0.00","0.00","4.49","4.49"
"Amazon UK Retail","29/12/2014","DTW-DVD-24","814618015062","340152","Discover the World Tuscany","1","8.99","8.99","50%","4.49","4.49","0.00","0.00","4.49","4.49"
"Amazon UK Retail","27/12/2014","OEBDVD104","886470670383","344783","Outdoors with Eddie Brochin The Real deal Hunting for Whitetail Deer","1","8.99","8.99","50%","4.49","4.49","0.00","0.00","4.49","4.49"
"Amazon UK Retail","22/12/2014","OEBDVD104","886470670383","344783","Outdoors with Eddie Brochin The Real deal Hunting for Whitetail Deer","1","8.99","8.99","50%","4.49","4.49","0.00","0.00","4.49","4.49"
"Amazon UK Retail","06/12/2014","OEBDVD103","886470670437","344788","Outdoors with Eddie Brochin Wild Boar Bow Hunts for Wild Boar and Warthog","1","8.99","8.99","50%","4.49","4.49","0.00","0.00","4.49","4.49"
"Amazon UK Retail","08/12/2014","UOTVDVD1001","886470670468","344791","Ultimate Outdoors with Eddie Brochin The Old Way Falconry Hunting - Hunts for Pheasants and Rabbits","1","8.99","8.99","50%","4.49","4.49","0.00","0.00","4.49","4.49"
"Amazon UK Retail","20/12/2014","UOTVDVD1001","886470670468","344791","Ultimate Outdoors with Eddie Brochin The Old Way Falconry Hunting - Hunts for Pheasants and Rabbits","1","8.99","8.99","50%","4.49","4.49","0.00","0.00","4.49","4.49"
"","","","","","","279","","","","","1,309.18","","0.00","","1,309.18"
