Sales Channel,Sales Date,External SKU,UPC/EAN,TitleID,Title,Units,HAP/Sales Price,HAP/Sales Price Total,Extended Price %,Extended Price per Unit,Extended Price Total,Cost per Unit,Cost Total,Publisher Compensation per Unit,Publisher Compensation Total
Amazon UK Retail,12/12/2014,236443,8.8363E+11,266388,EXTRAVAGANZA  PALACE ON WHEELS Five Star Train Journey In Wonderland (NTSC),1,7.41,7.41,50%,3.7,3.7,0,0,3.7,3.7
Amazon UK Retail,18/12/2014,236780,8.8363E+11,266396,Nature Parks  CANADIAN ROCKY MOUNTAINS Canada (NTSC),1,7.41,7.41,50%,3.7,3.7,0,0,3.7,3.7
Amazon UK Retail,20/12/2014,221186,8.8363E+11,266404,Europe If By Road - Your guide to Camping and Motorhome Vacations in Europe (NTSC),1,7.41,7.41,50%,3.7,3.7,0,0,3.7,3.7
Amazon UK Retail,9/12/2014,221186,8.8363E+11,266404,Europe If By Road - Your guide to Camping and Motorhome Vacations in Europe (NTSC),1,7.41,7.41,50%,3.7,3.7,0,0,3.7,3.7
Amazon UK Retail,1/12/2014,236261,8.8363E+11,266408,7 Days  Bahamas (NTSC),1,7.41,7.41,50%,3.7,3.7,0,0,3.7,3.7
Amazon UK Retail,19/12/2014,236715,8.8363E+11,266426,Global Treasures  UDAIPUR India (NTSC),1,7.41,7.41,50%,3.7,3.7,0,0,3.7,3.7
Amazon UK Retail,9/12/2014,236919,8.8363E+11,266454,On Tour...  HURTIGRUTEN Amazing Voyage Along The Norwegian Coast (NTSC),1,7.41,7.41,50%,3.7,3.7,0,0,3.7,3.7
Amazon UK Retail,15/12/2014,236397,8.8363E+11,266455,Cosmos Global Documentaries IN THE LAND OF THE RISING DRAGON Vietnam (NTSC),1,7.41,7.41,50%,3.7,3.7,0,0,3.7,3.7
Amazon UK Retail,7/12/2014,236354,8.8363E+11,266456,Cosmos Global Documentaries  CEYLON (NTSC),1,7.41,7.41,50%,3.7,3.7,0,0,3.7,3.7
Amazon UK Retail,1/12/2014,221094,8.8363E+11,266464,A Doug Jones Travelog QE2 Sails New Zealand & Australia (NTSC),1,7.41,7.41,50%,3.7,3.7,0,0,3.7,3.7
Amazon UK Retail,18/12/2014,221094,8.8363E+11,266464,A Doug Jones Travelog QE2 Sails New Zealand & Australia (NTSC),1,7.41,7.41,50%,3.7,3.7,0,0,3.7,3.7
Amazon UK Retail,1/12/2014,221095,8.8363E+11,266465,A Doug Jones Travelog The Great World Cruise of the QE2 (NTSC),1,7.41,7.41,50%,3.7,3.7,0,0,3.7,3.7
Amazon UK Retail,16/12/2014,237000,8.8363E+11,266472,The Other side of Mexico (NTSC),1,7.41,7.41,50%,3.7,3.7,0,0,3.7,3.7
Amazon UK Retail,15/12/2014,247441,8.8363E+11,266474,Dreamspeaker Destinations Coastal Magic Sailing British Columbia (NTSC),1,7.41,7.41,50%,3.7,3.7,0,0,3.7,3.7
Amazon UK Retail,8/12/2014,250314,8.8363E+11,266475,Picture Postcard Yorkshire Volume One (NTSC),1,7.41,7.41,50%,3.7,3.7,0,0,3.7,3.7
Amazon UK Retail,11/12/2014,250314,8.8363E+11,266475,Picture Postcard Yorkshire Volume One (NTSC),1,7.41,7.41,50%,3.7,3.7,0,0,3.7,3.7
Amazon UK Retail,17/12/2014,237090,8.8363E+11,266488,Vista Point  NICE France (NTSC),1,7.41,7.41,50%,3.7,3.7,0,0,3.7,3.7
Amazon UK Retail,8/12/2014,237090,8.8363E+11,266488,Vista Point  NICE France (NTSC),1,7.41,7.41,50%,3.7,3.7,0,0,3.7,3.7
Amazon UK Retail,8/12/2014,236931,8.8363E+11,266492,On Tour...  NILE CRUISE Rendezvous With The Pharaohs (NTSC),1,7.41,7.41,50%,3.7,3.7,0,0,3.7,3.7
Amazon UK Retail,14/12/2014,236931,8.8363E+11,266492,On Tour...  NILE CRUISE Rendezvous With The Pharaohs (NTSC),1,7.41,7.41,50%,3.7,3.7,0,0,3.7,3.7
Amazon UK Retail,13/12/2014,236298,8.8363E+11,266495,7 Days  NEW ENGLAND (NTSC),1,7.41,7.41,50%,3.7,3.7,0,0,3.7,3.7
Amazon UK Retail,18/12/2014,236363,8.8363E+11,266497,Cosmos Global Documentaries  GREAT CATHEDRALS OF THE WORLD (NTSC),1,7.41,7.41,50%,3.7,3.7,0,0,3.7,3.7
Amazon UK Retail,3/12/2014,236318,8.8363E+11,266523,7 Days  UNITED ARAB EMIRATES (NTSC),1,7.41,7.41,50%,3.7,3.7,0,0,3.7,3.7
Amazon UK Retail,28/12/2014,236742,8.8363E+11,266544,"Jewish Heritage Sites in Prague, Bohemia and Moravia (NTSC)",1,7.41,7.41,50%,3.7,3.7,0,0,3.7,3.7
Amazon UK Retail,26/12/2014,237075,8.8363E+11,266547,Vista Point  MACAU China (NTSC),1,7.41,7.41,50%,3.7,3.7,0,0,3.7,3.7
Amazon UK Retail,23/12/2014,236463,8.8363E+11,266554,Gardens of the World  HOLLAND'S TULIP GARDENS (NTSC),1,7.41,7.41,50%,3.7,3.7,0,0,3.7,3.7
Amazon UK Retail,28/12/2014,236786,8.8363E+11,266555,Nature Parks  ETOSHA Namibia (NTSC),1,7.41,7.41,50%,3.7,3.7,0,0,3.7,3.7
Amazon UK Retail,20/12/2014,244892,8.8363E+11,266562,"GlobeRiders  Silk Road Adventure - A Motorcycle Journey Istanbul, Turkey to Xian, China (NTSC)",1,7.41,7.41,50%,3.7,3.7,0,0,3.7,3.7
Amazon UK Retail,1/12/2014,244892,8.8363E+11,266562,"GlobeRiders  Silk Road Adventure - A Motorcycle Journey Istanbul, Turkey to Xian, China (NTSC)",1,7.41,7.41,50%,3.7,3.7,0,0,3.7,3.7
Amazon UK Retail,4/12/2014,244892,8.8363E+11,266562,"GlobeRiders  Silk Road Adventure - A Motorcycle Journey Istanbul, Turkey to Xian, China (NTSC)",1,7.41,7.41,50%,3.7,3.7,0,0,3.7,3.7
Amazon UK Retail,15/12/2014,244892,8.8363E+11,266562,"GlobeRiders  Silk Road Adventure - A Motorcycle Journey Istanbul, Turkey to Xian, China (NTSC)",1,7.41,7.41,50%,3.7,3.7,0,0,3.7,3.7
Amazon UK Retail,18/12/2014,244892,8.8363E+11,266562,"GlobeRiders  Silk Road Adventure - A Motorcycle Journey Istanbul, Turkey to Xian, China (NTSC)",2,7.41,14.82,50%,3.7,7.4,0,0,3.7,7.4
Amazon UK Retail,7/12/2014,214874,8.8363E+11,266565,Cairns The Gem of The Tropics (NTSC),1,7.41,7.41,50%,3.7,3.7,0,0,3.7,3.7
Amazon UK Retail,18/12/2014,236448,8.8363E+11,266588,Florida Vacation & Travel Video (NTSC),1,7.41,7.41,50%,3.7,3.7,0,0,3.7,3.7
Amazon UK Retail,9/12/2014,,8.8363E+11,270142,Egyptmania The Egyptian Museum in Cairo (PAL),1,11.99,11.99,50%,5.99,5.99,0,0,5.99,5.99
Amazon UK Retail,14/12/2014,,8.8363E+11,270315,Legacy of Ancient Civilizations Ancient Arabia (PAL),1,8.99,8.99,50%,4.49,4.49,0,0,4.49,4.49
Amazon UK Retail,14/12/2014,,8.8363E+11,270638,Legacy of Ancient Civilizations Carthage and the Phoenicians (PAL),2,8.99,17.98,50%,4.49,8.98,0,0,4.49,8.98
Amazon UK Retail,21/12/2014,,8.8363E+11,270832,Vietnam A Land of Surprises,1,11.99,11.99,50%,5.99,5.99,0,0,5.99,5.99
Amazon UK Retail,18/12/2014,,8.8363E+11,270832,Vietnam A Land of Surprises,1,11.99,11.99,50%,5.99,5.99,0,0,5.99,5.99
Amazon UK Retail,21/12/2014,PTADVD102,8.8363E+11,271134,Passport to Adventure: Exploring Rural China and the Great Wall,1,8.99,8.99,50%,4.49,4.49,0,0,4.49,4.49
Amazon UK Retail,16/12/2014,PTADVD109,8.8363E+11,271139,Passport to Adventure: Exploring Rugged Northern Corsica France,1,8.99,8.99,50%,4.49,4.49,0,0,4.49,4.49
Amazon UK Retail,2/12/2014,PTADVD114,8.8363E+11,271142,Passport to Adventure: A Journey Down the Yangtze River China,1,8.99,8.99,50%,4.49,4.49,0,0,4.49,4.49
Amazon UK Retail,16/12/2014,PTADVD118,8.8363E+11,271145,Passport to Adventure: Magical Southern Corsica France,1,8.99,8.99,50%,4.49,4.49,0,0,4.49,4.49
Amazon UK Retail,26/12/2014,PTADVD207,8.8363E+11,271159,Passport to Adventure: The Jungles and Rivers of Costa Rica,1,8.99,8.99,50%,4.49,4.49,0,0,4.49,4.49
Amazon UK Retail,15/12/2014,,8.8363E+11,271540,Passport to Adventure The Pyrenees Mountains Spain and France,1,8.99,8.99,50%,4.49,4.49,0,0,4.49,4.49
Amazon UK Retail,28/12/2014,MHKDVD101,8.8363E+11,271657,The Magic of Hong Kong,1,11.99,11.99,50%,5.99,5.99,0,0,5.99,5.99
Amazon UK Retail,21/12/2014,COWS-DVD-103,8.85444E+11,274153,Cities of the World  Bali Indonesia,1,11.99,11.99,50%,5.99,5.99,0,0,5.99,5.99
Amazon UK Retail,13/12/2014,COWS-DVD-113,8.85444E+11,274163,Cities of the World  Corfu Greece,1,11.99,11.99,50%,5.99,5.99,0,0,5.99,5.99
Amazon UK Retail,17/12/2014,COWS-DVD-114,8.85444E+11,274164,Cities of the World  Corsica France,1,11.99,11.99,50%,5.99,5.99,0,0,5.99,5.99
Amazon UK Retail,10/12/2014,COWS-DVD-117,8.85444E+11,274167,Cities of the World  Crete Greece,1,11.99,11.99,50%,5.99,5.99,0,0,5.99,5.99
Amazon UK Retail,6/12/2014,COWS-DVD-122,8.85444E+11,274172,Cities of the World  Dubai United Arab Emirates,1,11.99,11.99,50%,5.99,5.99,0,0,5.99,5.99
Amazon UK Retail,22/12/2014,COWS-DVD-141,8.85444E+11,274191,Cities of the World  Krakow Poland,1,11.99,11.99,50%,5.99,5.99,0,0,5.99,5.99
Amazon UK Retail,8/12/2014,COWS-DVD-144,8.85444E+11,274194,Cities of the World  Madeira Portugal,1,11.99,11.99,50%,5.99,5.99,0,0,5.99,5.99
Amazon UK Retail,10/12/2014,COWS-DVD-146,8.85444E+11,274196,Cities of the World  Malta,1,11.99,11.99,50%,5.99,5.99,0,0,5.99,5.99
Amazon UK Retail,12/12/2014,COWS-DVD-146,8.85444E+11,274196,Cities of the World  Malta,1,11.99,11.99,50%,5.99,5.99,0,0,5.99,5.99
Amazon UK Retail,8/12/2014,COWS-DVD-152,8.85444E+11,274202,Cities of the World  New York USA,1,11.99,11.99,50%,5.99,5.99,0,0,5.99,5.99
Amazon UK Retail,18/12/2014,COWS-DVD-152,8.85444E+11,274202,Cities of the World  New York USA,1,11.99,11.99,50%,5.99,5.99,0,0,5.99,5.99
Amazon UK Retail,26/12/2014,COWS-DVD-154,8.85444E+11,274204,Cities of the World  Peru,1,11.99,11.99,50%,5.99,5.99,0,0,5.99,5.99
Amazon UK Retail,26/12/2014,TIDVD104,8.85444E+11,274240,Travelview International  Barbados,1,8.99,8.99,50%,4.49,4.49,0,0,4.49,4.49
Amazon UK Retail,3/12/2014,TIDVD104,8.85444E+11,274240,Travelview International  Barbados,1,8.99,8.99,50%,4.49,4.49,0,0,4.49,4.49
Amazon UK Retail,18/12/2014,TIDVD105,8.85444E+11,274241,Travelview International  Cancun Mexico,1,8.99,8.99,50%,4.49,4.49,0,0,4.49,4.49
Amazon UK Retail,3/12/2014,TIDVD111,8.85444E+11,274247,Travelview International  Indonesia,1,8.99,8.99,50%,4.49,4.49,0,0,4.49,4.49
Amazon UK Retail,19/12/2014,WADVD112,8.85444E+11,274273,The World Atlas  Danube Europe,1,11.99,11.99,50%,5.99,5.99,0,0,5.99,5.99
Amazon UK Retail,16/12/2014,WADVD140,8.85444E+11,274301,The World Atlas  WORLD: HUMAN GEOGRAPHY,1,11.99,11.99,50%,5.99,5.99,0,0,5.99,5.99
Amazon UK Retail,18/12/2014,WADVD140,8.85444E+11,274301,The World Atlas  WORLD: HUMAN GEOGRAPHY,1,11.99,11.99,50%,5.99,5.99,0,0,5.99,5.99
Amazon UK Retail,5/12/2014,7DYDVD171,8.85444E+11,277780,7 Days Patagonia,1,11.99,11.99,50%,5.99,5.99,0,0,5.99,5.99
Amazon UK Retail,6/12/2014,,8.85444E+11,278460,Wild Alaska,1,11.99,11.99,50%,5.99,5.99,0,0,5.99,5.99
Amazon UK Retail,5/12/2014,,8.85444E+11,278513,Barbados Island in the Sun,1,11.99,11.99,50%,5.99,5.99,0,0,5.99,5.99
Amazon UK Retail,28/12/2014,JDPDVDALWAYS,8.85444E+11,279068,Acadia Always The Story of Acadia National Park,1,11.99,11.99,50%,5.99,5.99,0,0,5.99,5.99
Amazon UK Retail,30/12/2014,JDPDVDMEAC,8.85444E+11,279073,Maine America's Coast,1,11.99,11.99,50%,5.99,5.99,0,0,5.99,5.99
Amazon UK Retail,10/12/2014,261158,8.85444E+11,280342,Iceland's Favourite Places Reykjavik & The Golden Circle (NTSC),1,7.41,7.41,50%,3.7,3.7,0,0,3.7,3.7
Amazon UK Retail,7/12/2014,261158,8.85444E+11,280342,Iceland's Favourite Places Reykjavik & The Golden Circle (NTSC),1,7.41,7.41,50%,3.7,3.7,0,0,3.7,3.7
Amazon UK Retail,10/12/2014,261404,8.85444E+11,280345,"Mysterious World of the Inca[NON-US FORMAT, PAL]",1,7.41,7.41,50%,3.7,3.7,0,0,3.7,3.7
Amazon UK Retail,8/12/2014,270832,8.85444E+11,280428,Vietnam A Land of Surprises (NTSC),1,7.41,7.41,50%,3.7,3.7,0,0,3.7,3.7
Amazon UK Retail,1/12/2014,270832,8.85444E+11,280428,Vietnam A Land of Surprises (NTSC),1,7.41,7.41,50%,3.7,3.7,0,0,3.7,3.7
Amazon UK Retail,3/12/2014,270832,8.85444E+11,280428,Vietnam A Land of Surprises (NTSC),1,7.41,7.41,50%,3.7,3.7,0,0,3.7,3.7
Amazon UK Retail,15/12/2014,270832,8.85444E+11,280428,Vietnam A Land of Surprises (NTSC),1,7.41,7.41,50%,3.7,3.7,0,0,3.7,3.7
Amazon UK Retail,15/12/2014,271134,8.85444E+11,280429,Passport to Adventure: Exploring Rural China and the Great Wall (NTSC),1,7.41,7.41,50%,3.7,3.7,0,0,3.7,3.7
Amazon UK Retail,16/12/2014,267946,8.85444E+11,280477,"Lithuania the Country Film[NON-US FORMAT, PAL]",1,7.41,7.41,50%,3.7,3.7,0,0,3.7,3.7
Amazon UK Retail,14/12/2014,267946,8.85444E+11,280477,"Lithuania the Country Film[NON-US FORMAT, PAL]",1,7.41,7.41,50%,3.7,3.7,0,0,3.7,3.7
Amazon UK Retail,2/12/2014,271140,8.85444E+11,280507,Passport to Adventure: Undiscovered Nepal (NTSC),1,7.41,7.41,50%,3.7,3.7,0,0,3.7,3.7
Amazon UK Retail,8/12/2014,271542,8.85444E+11,280526,"Passport to Adventure Discovering the ""Sud Tirol,"" Italy (NTSC)",1,7.41,7.41,50%,3.7,3.7,0,0,3.7,3.7
Amazon UK Retail,6/12/2014,,8.85444E+11,282322,World Destinations Seychelles,1,11.99,11.99,50%,5.99,5.99,0,0,5.99,5.99
Amazon UK Retail,16/12/2014,,8.85444E+11,283811,"East Sussex Medieval Towns and Villages Churches[NON-US FORMAT, PAL]",1,11.99,11.99,50%,5.99,5.99,0,0,5.99,5.99
Amazon UK Retail,26/12/2014,,8.85444E+11,284411,Culinary Travels Campania Italy,1,11.99,11.99,50%,5.99,5.99,0,0,5.99,5.99
Amazon UK Retail,17/12/2014,,8.85444E+11,284432,Culinary Travels Bermuda-A British Isle,1,11.99,11.99,50%,5.99,5.99,0,0,5.99,5.99
Amazon UK Retail,21/12/2014,PISPDVD108,8.85444E+11,287621,"Corfu[NON-US FORMAT, PAL]",1,11.99,11.99,50%,5.99,5.99,0,0,5.99,5.99
Amazon UK Retail,15/12/2014,PISPDVD109,8.85444E+11,287622,"Crete[NON-US FORMAT, PAL]",1,11.99,11.99,50%,5.99,5.99,0,0,5.99,5.99
Amazon UK Retail,4/12/2014,PISPDVD124,8.85444E+11,287637,"The History of the City of Athens[NON-US FORMAT, PAL]",1,12.99,12.99,50%,6.49,6.49,0,0,6.49,6.49
Amazon UK Retail,13/12/2014,CGP-PDVD-MALTA,8.85444E+11,291574,Malta by Microlight (PAL),1,11.99,11.99,50%,5.99,5.99,0,0,5.99,5.99
Amazon UK Retail,16/12/2014,PEGDVD1274,8.85444E+11,291605,Model Railways: An Enthusaist's Guide,1,11.99,11.99,50%,5.99,5.99,0,0,5.99,5.99
Amazon UK Retail,23/12/2014,PEGPDVD1187,8.85444E+11,291640,"Fishing with the Experts For Carp with Des Taylor[NON-US FORMAT, PAL]",1,11.99,11.99,50%,5.99,5.99,0,0,5.99,5.99
Amazon UK Retail,4/12/2014,PEGPDVD1196,8.85444E+11,291648,"Narrowboats Working on the Canals[NON-US FORMAT, PAL]",1,11.99,11.99,50%,5.99,5.99,0,0,5.99,5.99
Amazon UK Retail,12/12/2014,PEGPDVD1202,8.85444E+11,291654,"Fishing for Beginners Course Fishing[NON-US FORMAT, PAL]",1,11.99,11.99,50%,5.99,5.99,0,0,5.99,5.99
Amazon UK Retail,2/12/2014,PEGPDVD1207,8.85444E+11,291659,"Clay Shooting for the Intermediate Pegasus Entertainment[NON-US FORMAT, PAL]",1,11.99,11.99,50%,5.99,5.99,0,0,5.99,5.99
Amazon UK Retail,14/12/2014,PEGPDVD1317,8.85444E+11,291680,"Riot Police[NON-US FORMAT, PAL]",1,11.99,11.99,50%,5.99,5.99,0,0,5.99,5.99
Amazon UK Retail,9/12/2014,PEGPDVD1317,8.85444E+11,291680,"Riot Police[NON-US FORMAT, PAL]",1,11.99,11.99,50%,5.99,5.99,0,0,5.99,5.99
Amazon UK Retail,5/12/2014,PEGPDVD1355,8.85444E+11,291687,"Vietnam: Destruction from Above[NON-US FORMAT, PAL]",1,11.99,11.99,50%,5.99,5.99,0,0,5.99,5.99
Amazon UK Retail,10/12/2014,PEGPDVD1369,8.85444E+11,291691,"Warfile: Nazi Concentration Camp[NON-US FORMAT, PAL]",1,11.99,11.99,50%,5.99,5.99,0,0,5.99,5.99
Amazon UK Retail,13/12/2014,CFTCDVDWINGS,91009990980,304155,Wings Over Grand Canyon,1,14.99,14.99,50%,7.49,7.49,0,0,7.49,7.49
Amazon UK Retail,8/12/2014,PPEDVD109,8.8647E+11,306676,Bump-The Ultimate Gay Travel Companion Los Angeles,1,8.99,8.99,50%,4.49,4.49,0,0,4.49,4.49
Amazon UK Retail,21/12/2014,BOEDVD114,8.8647E+11,307375,Backroads of Europe Thuringen Germany,1,8.99,8.99,50%,4.49,4.49,0,0,4.49,4.49
Amazon UK Retail,18/12/2014,BOEDVD115,8.8647E+11,307376,Back Roads of Europe LIMOUSIN FRANCE,1,8.99,8.99,50%,4.49,4.49,0,0,4.49,4.49
Amazon UK Retail,4/12/2014,CC-DVD-108,8.8647E+11,325468,New Frontiers Chinese Civilization The Light of Reason Ancient Schools,1,8.99,8.99,50%,4.49,4.49,0,0,4.49,4.49
Amazon UK Retail,30/12/2014,RYR-DVD-103,8.8647E+11,325473,Rediscovering the Yangtze River The Dream of the Three Gorges,1,8.99,8.99,50%,4.49,4.49,0,0,4.49,4.49
Amazon UK Retail,19/12/2014,DTW-DVD-12,8.14618E+11,340134,Discover the World Rio De Janeiro,1,8.99,8.99,50%,4.49,4.49,0,0,4.49,4.49
Amazon UK Retail,29/12/2014,DTW-DVD-24,8.14618E+11,340152,Discover the World Tuscany,1,8.99,8.99,50%,4.49,4.49,0,0,4.49,4.49
Amazon UK Retail,27/12/2014,OEBDVD104,8.86471E+11,344783,Outdoors with Eddie Brochin The Real deal Hunting for Whitetail Deer,1,8.99,8.99,50%,4.49,4.49,0,0,4.49,4.49
Amazon UK Retail,22/12/2014,OEBDVD104,8.86471E+11,344783,Outdoors with Eddie Brochin The Real deal Hunting for Whitetail Deer,1,8.99,8.99,50%,4.49,4.49,0,0,4.49,4.49
Amazon UK Retail,6/12/2014,OEBDVD103,8.86471E+11,344788,Outdoors with Eddie Brochin Wild Boar Bow Hunts for Wild Boar and Warthog,1,8.99,8.99,50%,4.49,4.49,0,0,4.49,4.49
Amazon UK Retail,8/12/2014,UOTVDVD1001,8.86471E+11,344791,Ultimate Outdoors with Eddie Brochin The Old Way Falconry Hunting - Hunts for Pheasants and Rabbits,1,8.99,8.99,50%,4.49,4.49,0,0,4.49,4.49
Amazon UK Retail,20/12/2014,UOTVDVD1001,8.86471E+11,344791,Ultimate Outdoors with Eddie Brochin The Old Way Falconry Hunting - Hunts for Pheasants and Rabbits,1,8.99,8.99,50%,4.49,4.49,0,0,4.49,4.49
Amazon UK Retail,8/12/2014,OEBDVD207,8.86471E+11,344822,Outdoors with Eddie Brochin Eye in the Sky Hunting for rabbits with Chase the Red-Tailed Hawk,1,8.99,8.99,50%,4.49,4.49,0,0,4.49,4.49
Amazon UK Retail,8/12/2014,UOTVDVD1014,8.86471E+11,344838,Ultimate Outdoors with Eddie Brochin The Plantation Falconry Hunting Excursion,1,8.99,8.99,50%,4.49,4.49,0,0,4.49,4.49
Amazon UK Retail,23/12/2014,TOP-DVD-106,8.87937E+11,385886,Top Destinations OPATIJA,1,9.72,9.72,70%,5.8,5.8,0,0,5.8,5.8
Amazon UK Retail,30/12/2014,TOP-DVD-107,8.87937E+11,385897,Top Destinations RIJEKA,1,9.72,9.72,70%,5.8,5.8,0,0,5.8,5.8
Amazon UK Retail,28/12/2014,TOP-DVD-138,8.87937E+11,385914,Top Destinations VIS,1,9.72,9.72,70%,5.8,5.8,0,0,5.8,5.8
