UPC,product url,price,condition,category,format,stock,shipping rate,shipping weight
879061001789,http://www.travelvideostore.com/product_info.php?products_id=5803&ref=115123,19.95,New,Movies,DVD,Y,$0.00,0.32
879061001864,http://www.travelvideostore.com/product_info.php?products_id=5806&ref=115123,19.95,New,Movies,DVD,Y,$0.00,0.32
879061001833,http://www.travelvideostore.com/product_info.php?products_id=5801&ref=115123,19.95,New,Movies,DVD,Y,$0.00,0.32
879061001994,http://www.travelvideostore.com/product_info.php?products_id=5809&ref=115123,19.95,New,Movies,DVD,Y,$0.00,0.32
879061001673,http://www.travelvideostore.com/product_info.php?products_id=5816&ref=115123,19.95,New,Movies,DVD,Y,$0.00,0.32
883629688985,http://www.travelvideostore.com/product_info.php?products_id=8518&ref=115123,19.95,New,Movies,DVD,Y,$0.00,0.32
882012500996,http://www.travelvideostore.com/product_info.php?products_id=5844&ref=115123,24.95,New,Movies,DVD,Y,$0.00,0.38
882012501047,http://www.travelvideostore.com/product_info.php?products_id=5845&ref=115123,24.95,New,Movies,DVD,Y,$0.00,0.38
882012500941,http://www.travelvideostore.com/product_info.php?products_id=5858&ref=115123,19.95,New,Movies,DVD,Y,$0.00,0.32
882012500989,http://www.travelvideostore.com/product_info.php?products_id=5862&ref=115123,24.95,New,Movies,DVD,Y,$0.00,0.38
882012500736,http://www.travelvideostore.com/product_info.php?products_id=5866&ref=115123,19.95,New,Movies,DVD,Y,$0.00,0.32
882012500750,http://www.travelvideostore.com/product_info.php?products_id=5868&ref=115123,24.95,New,Movies,DVD,Y,$0.00,0.38
882012500743,http://www.travelvideostore.com/product_info.php?products_id=5869&ref=115123,19.95,New,Movies,DVD,Y,$0.00,0.32
882012500729,http://www.travelvideostore.com/product_info.php?products_id=5871&ref=115123,19.95,New,Movies,DVD,Y,$0.00,0.32
882012500668,http://www.travelvideostore.com/product_info.php?products_id=5873&ref=115123,19.95,New,Movies,DVD,Y,$0.00,0.32
882012500644,http://www.travelvideostore.com/product_info.php?products_id=5875&ref=115123,19.95,New,Movies,DVD,Y,$0.00,0.32
882012500637,http://www.travelvideostore.com/product_info.php?products_id=5876&ref=115123,19.95,New,Movies,DVD,Y,$0.00,0.32
882012500767,http://www.travelvideostore.com/product_info.php?products_id=5879&ref=115123,19.95,New,Movies,DVD,Y,$0.00,0.32
032031704893,http://www.travelvideostore.com/product_info.php?products_id=5884&ref=115123,19.99,New,Movies,DVD,Y,$0.00,0.32
032031704794,http://www.travelvideostore.com/product_info.php?products_id=5885&ref=115123,19.99,New,Movies,DVD,Y,$0.00,0.32
622306910991,http://www.travelvideostore.com/product_info.php?products_id=5890&ref=115123,19.99,New,Movies,DVD,Y,$0.00,0.32
882012500682,http://www.travelvideostore.com/product_info.php?products_id=5892&ref=115123,24.95,New,Movies,DVD,Y,$0.00,0.38
882012501160,http://www.travelvideostore.com/product_info.php?products_id=5899&ref=115123,19.95,New,Movies,DVD,Y,$0.00,0.32
882012500613,http://www.travelvideostore.com/product_info.php?products_id=5901&ref=115123,24.95,New,Movies,DVD,Y,$0.00,0.38
882012500590,http://www.travelvideostore.com/product_info.php?products_id=5902&ref=115123,24.95,New,Movies,DVD,Y,$0.00,0.38
882012500583,http://www.travelvideostore.com/product_info.php?products_id=5903&ref=115123,19.95,New,Movies,DVD,Y,$0.00,0.32
882012500606,http://www.travelvideostore.com/product_info.php?products_id=5904&ref=115123,19.95,New,Movies,DVD,Y,$0.00,0.32
882012500507,http://www.travelvideostore.com/product_info.php?products_id=5905&ref=115123,24.95,New,Movies,DVD,Y,$0.00,0.38
882012500125,http://www.travelvideostore.com/product_info.php?products_id=5914&ref=115123,19.95,New,Movies,DVD,Y,$0.00,0.32
882012500095,http://www.travelvideostore.com/product_info.php?products_id=5915&ref=115123,19.95,New,Movies,DVD,Y,$0.00,0.32
882012500217,http://www.travelvideostore.com/product_info.php?products_id=5916&ref=115123,19.95,New,Movies,DVD,Y,$0.00,0.32
882012500262,http://www.travelvideostore.com/product_info.php?products_id=5917&ref=115123,24.95,New,Movies,DVD,Y,$0.00,0.38
882012600016,http://www.travelvideostore.com/product_info.php?products_id=5919&ref=115123,19.95,New,Movies,DVD,Y,$0.00,0.32
882012500118,http://www.travelvideostore.com/product_info.php?products_id=5930&ref=115123,24.95,New,Movies,DVD,Y,$0.00,0.38
882012501054,http://www.travelvideostore.com/product_info.php?products_id=5932&ref=115123,19.95,New,Movies,DVD,Y,$0.00,0.32
882012501115,http://www.travelvideostore.com/product_info.php?products_id=5935&ref=115123,19.95,New,Movies,DVD,Y,$0.00,0.32
882012501153,http://www.travelvideostore.com/product_info.php?products_id=5936&ref=115123,19.95,New,Movies,DVD,Y,$0.00,0.32
882012501146,http://www.travelvideostore.com/product_info.php?products_id=5937&ref=115123,19.95,New,Movies,DVD,Y,$0.00,0.32
882012501214,http://www.travelvideostore.com/product_info.php?products_id=5941&ref=115123,24.95,New,Movies,DVD,Y,$0.00,0.38
882012501221,http://www.travelvideostore.com/product_info.php?products_id=5942&ref=115123,24.95,New,Movies,DVD,Y,$0.00,0.38
882012500156,http://www.travelvideostore.com/product_info.php?products_id=5943&ref=115123,19.95,New,Movies,DVD,Y,$0.00,0.32
882012500248,http://www.travelvideostore.com/product_info.php?products_id=5946&ref=115123,19.95,New,Movies,DVD,Y,$0.00,0.32
879061001208,http://www.travelvideostore.com/product_info.php?products_id=5954&ref=115123,19.95,New,Movies,DVD,Y,$0.00,0.32
879061001550,http://www.travelvideostore.com/product_info.php?products_id=5955&ref=115123,19.95,New,Movies,DVD,Y,$0.00,0.32
879061001192,http://www.travelvideostore.com/product_info.php?products_id=5956&ref=115123,19.95,New,Movies,DVD,Y,$0.00,0.32
879061001185,http://www.travelvideostore.com/product_info.php?products_id=5957&ref=115123,19.95,New,Movies,DVD,Y,$0.00,0.32
879061001130,http://www.travelvideostore.com/product_info.php?products_id=5962&ref=115123,19.95,New,Movies,DVD,Y,$0.00,0.32
879061001123,http://www.travelvideostore.com/product_info.php?products_id=5963&ref=115123,19.95,New,Movies,DVD,Y,$0.00,0.32
879061001512,http://www.travelvideostore.com/product_info.php?products_id=6276&ref=115123,15.99,New,Movies,DVD,Y,$0.00,0.32
689076701747,http://www.travelvideostore.com/product_info.php?products_id=6284&ref=115123,19.95,New,Movies,DVD,Y,$0.00,0.32
837101090353,http://www.travelvideostore.com/product_info.php?products_id=6285&ref=115123,19.95,New,Movies,DVD,Y,$0.00,0.32
837101090346,http://www.travelvideostore.com/product_info.php?products_id=6286&ref=115123,19.95,New,Movies,DVD,Y,$0.00,0.32
741952622895,http://www.travelvideostore.com/product_info.php?products_id=6289&ref=115123,29.98,New,Movies,DVD,Y,$0.00,0.38
880215102290,http://www.travelvideostore.com/product_info.php?products_id=6295&ref=115123,24.98,New,Movies,DVD,Y,$0.00,0.32
883629596877,http://www.travelvideostore.com/product_info.php?products_id=6304&ref=115123,149.00,New,Movies,DVD,Y,$0.00,0.32
883629596891,http://www.travelvideostore.com/product_info.php?products_id=6306&ref=115123,149.00,New,Movies,DVD,Y,$0.00,0.32
883629596914,http://www.travelvideostore.com/product_info.php?products_id=6308&ref=115123,149.00,New,Movies,DVD,Y,$0.00,0.32
883629596952,http://www.travelvideostore.com/product_info.php?products_id=6312&ref=115123,149.00,New,Movies,DVD,Y,$0.00,0.32
883629596976,http://www.travelvideostore.com/product_info.php?products_id=6314&ref=115123,149.00,New,Movies,DVD,Y,$0.00,0.32
883629596969,http://www.travelvideostore.com/product_info.php?products_id=6313&ref=115123,149.00,New,Movies,DVD,Y,$0.00,0.32
883629596983,http://www.travelvideostore.com/product_info.php?products_id=6315&ref=115123,149.00,New,Movies,DVD,Y,$0.00,0.32
883629596990,http://www.travelvideostore.com/product_info.php?products_id=6316&ref=115123,149.00,New,Movies,DVD,Y,$0.00,0.32
883629597010,http://www.travelvideostore.com/product_info.php?products_id=6318&ref=115123,149.00,New,Movies,DVD,Y,$0.00,0.32
879061001857,http://www.travelvideostore.com/product_info.php?products_id=6319&ref=115123,19.95,New,Movies,DVD,Y,$0.00,0.32
741952642299,http://www.travelvideostore.com/product_info.php?products_id=6336&ref=115123,19.98,New,Movies,DVD,Y,$0.00,0.42
033937035654,http://www.travelvideostore.com/product_info.php?products_id=6338&ref=115123,59.99,New,Movies,DVD,Y,$0.00,1.40
033937036620,http://www.travelvideostore.com/product_info.php?products_id=6339&ref=115123,19.99,New,Movies,DVD,Y,$0.00,0.32
033937036637,http://www.travelvideostore.com/product_info.php?products_id=6340&ref=115123,19.99,New,Movies,DVD,Y,$0.00,0.32
033937036651,http://www.travelvideostore.com/product_info.php?products_id=6342&ref=115123,19.99,New,Movies,DVD,Y,$0.00,0.32
033937036668,http://www.travelvideostore.com/product_info.php?products_id=6343&ref=115123,19.99,New,Movies,DVD,Y,$0.00,0.32
033937036675,http://www.travelvideostore.com/product_info.php?products_id=6344&ref=115123,19.99,New,Movies,DVD,Y,$0.00,0.32
689076141550,http://www.travelvideostore.com/product_info.php?products_id=6347&ref=115123,29.95,New,Movies,DVD,Y,$0.00,0.32
879061001055,http://www.travelvideostore.com/product_info.php?products_id=6350&ref=115123,14.95,New,Movies,DVD,Y,$0.00,0.32
879061000973,http://www.travelvideostore.com/product_info.php?products_id=6354&ref=115123,14.95,New,Movies,DVD,Y,$0.00,0.32
879061000997,http://www.travelvideostore.com/product_info.php?products_id=6357&ref=115123,14.95,New,Movies,DVD,Y,$0.00,0.32
879061001000,http://www.travelvideostore.com/product_info.php?products_id=6367&ref=115123,14.95,New,Movies,DVD,Y,$0.00,0.32
033937036569,http://www.travelvideostore.com/product_info.php?products_id=6374&ref=115123,14.99,New,Movies,DVD,Y,$0.00,0.32
033937036583,http://www.travelvideostore.com/product_info.php?products_id=6376&ref=115123,14.99,New,Movies,DVD,Y,$0.00,0.32
033937036590,http://www.travelvideostore.com/product_info.php?products_id=6377&ref=115123,14.99,New,Movies,DVD,Y,$0.00,0.32
033937036200,http://www.travelvideostore.com/product_info.php?products_id=6384&ref=115123,19.99,New,Movies,DVD,Y,$0.00,0.32
879061002229,http://www.travelvideostore.com/product_info.php?products_id=6418&ref=115123,14.99,New,Movies,DVD,Y,$0.00,0.32
879061002199,http://www.travelvideostore.com/product_info.php?products_id=6415&ref=115123,14.99,New,Movies,DVD,Y,$0.00,0.32
879061002182,http://www.travelvideostore.com/product_info.php?products_id=6414&ref=115123,14.99,New,Movies,DVD,Y,$0.00,0.32
879061002175,http://www.travelvideostore.com/product_info.php?products_id=6413&ref=115123,14.99,New,Movies,DVD,Y,$0.00,0.32
879061002151,http://www.travelvideostore.com/product_info.php?products_id=6411&ref=115123,14.99,New,Movies,DVD,Y,$0.00,0.32
879061002144,http://www.travelvideostore.com/product_info.php?products_id=6410&ref=115123,14.99,New,Movies,DVD,Y,$0.00,0.32
879061002137,http://www.travelvideostore.com/product_info.php?products_id=6409&ref=115123,14.99,New,Movies,DVD,Y,$0.00,0.32
879061002113,http://www.travelvideostore.com/product_info.php?products_id=6407&ref=115123,14.99,New,Movies,DVD,Y,$0.00,0.32
879061002106,http://www.travelvideostore.com/product_info.php?products_id=6406&ref=115123,14.99,New,Movies,DVD,Y,$0.00,0.32
879061003189,http://www.travelvideostore.com/product_info.php?products_id=6512&ref=115123,14.99,New,Movies,DVD,Y,$0.00,0.32
879061002243,http://www.travelvideostore.com/product_info.php?products_id=6420&ref=115123,14.99,New,Movies,DVD,Y,$0.00,0.32
879061002250,http://www.travelvideostore.com/product_info.php?products_id=6421&ref=115123,14.99,New,Movies,DVD,Y,$0.00,0.32
879061002267,http://www.travelvideostore.com/product_info.php?products_id=6422&ref=115123,14.99,New,Movies,DVD,Y,$0.00,0.32
879061002281,http://www.travelvideostore.com/product_info.php?products_id=6424&ref=115123,14.99,New,Movies,DVD,Y,$0.00,0.32
879061002304,http://www.travelvideostore.com/product_info.php?products_id=6426&ref=115123,14.99,New,Movies,DVD,Y,$0.00,0.32
879061002311,http://www.travelvideostore.com/product_info.php?products_id=6427&ref=115123,14.99,New,Movies,DVD,Y,$0.00,0.32
879061002328,http://www.travelvideostore.com/product_info.php?products_id=6428&ref=115123,14.99,New,Movies,DVD,Y,$0.00,0.32
879061002335,http://www.travelvideostore.com/product_info.php?products_id=6429&ref=115123,14.99,New,Movies,DVD,Y,$0.00,0.32
879061002342,http://www.travelvideostore.com/product_info.php?products_id=6430&ref=115123,14.99,New,Movies,DVD,Y,$0.00,0.32
879061002359,http://www.travelvideostore.com/product_info.php?products_id=6431&ref=115123,14.99,New,Movies,DVD,Y,$0.00,0.32
879061002366,http://www.travelvideostore.com/product_info.php?products_id=6432&ref=115123,14.99,New,Movies,DVD,Y,$0.00,0.32
879061002373,http://www.travelvideostore.com/product_info.php?products_id=6433&ref=115123,14.99,New,Movies,DVD,Y,$0.00,0.32
879061002397,http://www.travelvideostore.com/product_info.php?products_id=6435&ref=115123,14.99,New,Movies,DVD,Y,$0.00,0.32
879061002403,http://www.travelvideostore.com/product_info.php?products_id=6436&ref=115123,14.99,New,Movies,DVD,Y,$0.00,0.32
879061002427,http://www.travelvideostore.com/product_info.php?products_id=6438&ref=115123,14.99,New,Movies,DVD,Y,$0.00,0.32
879061002434,http://www.travelvideostore.com/product_info.php?products_id=6439&ref=115123,14.99,New,Movies,DVD,Y,$0.00,0.32
879061002441,http://www.travelvideostore.com/product_info.php?products_id=6440&ref=115123,14.99,New,Movies,DVD,Y,$0.00,0.32
879061002458,http://www.travelvideostore.com/product_info.php?products_id=6441&ref=115123,14.99,New,Movies,DVD,Y,$0.00,0.32
879061002465,http://www.travelvideostore.com/product_info.php?products_id=6442&ref=115123,14.99,New,Movies,DVD,Y,$0.00,0.32
879061002472,http://www.travelvideostore.com/product_info.php?products_id=6443&ref=115123,14.99,New,Movies,DVD,Y,$0.00,0.32
879061002489,http://www.travelvideostore.com/product_info.php?products_id=6444&ref=115123,14.99,New,Movies,DVD,Y,$0.00,0.32
879061002496,http://www.travelvideostore.com/product_info.php?products_id=6445&ref=115123,14.99,New,Movies,DVD,Y,$0.00,0.32
879061002502,http://www.travelvideostore.com/product_info.php?products_id=6446&ref=115123,14.99,New,Movies,DVD,Y,$0.00,0.32
879061002519,http://www.travelvideostore.com/product_info.php?products_id=6447&ref=115123,14.99,New,Movies,DVD,Y,$0.00,0.32
879061002533,http://www.travelvideostore.com/product_info.php?products_id=6449&ref=115123,14.99,New,Movies,DVD,Y,$0.00,0.32
879061002557,http://www.travelvideostore.com/product_info.php?products_id=6451&ref=115123,14.99,New,Movies,DVD,Y,$0.00,0.32
879061002618,http://www.travelvideostore.com/product_info.php?products_id=6457&ref=115123,14.99,New,Movies,DVD,Y,$0.00,0.32
879061002694,http://www.travelvideostore.com/product_info.php?products_id=6465&ref=115123,19.99,New,Movies,DVD,Y,$0.00,0.32
879061002700,http://www.travelvideostore.com/product_info.php?products_id=6466&ref=115123,19.99,New,Movies,DVD,Y,$0.00,0.32
879061002724,http://www.travelvideostore.com/product_info.php?products_id=6468&ref=115123,19.99,New,Movies,DVD,Y,$0.00,0.32
879061002731,http://www.travelvideostore.com/product_info.php?products_id=6469&ref=115123,19.99,New,Movies,DVD,Y,$0.00,0.32
879061002748,http://www.travelvideostore.com/product_info.php?products_id=6470&ref=115123,19.99,New,Movies,DVD,Y,$0.00,0.32
879061002762,http://www.travelvideostore.com/product_info.php?products_id=6472&ref=115123,19.99,New,Movies,DVD,Y,$0.00,0.32
879061002779,http://www.travelvideostore.com/product_info.php?products_id=6473&ref=115123,19.99,New,Movies,DVD,Y,$0.00,0.32
879061002786,http://www.travelvideostore.com/product_info.php?products_id=6474&ref=115123,19.99,New,Movies,DVD,Y,$0.00,0.32
879061002793,http://www.travelvideostore.com/product_info.php?products_id=6475&ref=115123,19.99,New,Movies,DVD,Y,$0.00,0.32
879061002809,http://www.travelvideostore.com/product_info.php?products_id=6476&ref=115123,19.99,New,Movies,DVD,Y,$0.00,0.32
879061002823,http://www.travelvideostore.com/product_info.php?products_id=6478&ref=115123,19.99,New,Movies,DVD,Y,$0.00,0.32
879061002830,http://www.travelvideostore.com/product_info.php?products_id=6479&ref=115123,19.99,New,Movies,DVD,Y,$0.00,0.32
879061002861,http://www.travelvideostore.com/product_info.php?products_id=6482&ref=115123,19.99,New,Movies,DVD,Y,$0.00,0.32
879061002878,http://www.travelvideostore.com/product_info.php?products_id=6483&ref=115123,19.99,New,Movies,DVD,Y,$0.00,0.32
879061002885,http://www.travelvideostore.com/product_info.php?products_id=6484&ref=115123,19.99,New,Movies,DVD,Y,$0.00,0.32
879061002915,http://www.travelvideostore.com/product_info.php?products_id=6487&ref=115123,19.99,New,Movies,DVD,Y,$0.00,0.32
879061002922,http://www.travelvideostore.com/product_info.php?products_id=6488&ref=115123,19.99,New,Movies,DVD,Y,$0.00,0.32
879061002939,http://www.travelvideostore.com/product_info.php?products_id=6489&ref=115123,19.99,New,Movies,DVD,Y,$0.00,0.32
879061002946,http://www.travelvideostore.com/product_info.php?products_id=6490&ref=115123,19.99,New,Movies,DVD,Y,$0.00,0.32
879061002953,http://www.travelvideostore.com/product_info.php?products_id=6491&ref=115123,19.99,New,Movies,DVD,Y,$0.00,0.32
879061002960,http://www.travelvideostore.com/product_info.php?products_id=6492&ref=115123,19.99,New,Movies,DVD,Y,$0.00,0.32
879061002977,http://www.travelvideostore.com/product_info.php?products_id=6493&ref=115123,19.99,New,Movies,DVD,Y,$0.00,0.32
879061002984,http://www.travelvideostore.com/product_info.php?products_id=6494&ref=115123,19.99,New,Movies,DVD,Y,$0.00,0.32
879061003004,http://www.travelvideostore.com/product_info.php?products_id=6496&ref=115123,19.99,New,Movies,DVD,Y,$0.00,0.32
879061003028,http://www.travelvideostore.com/product_info.php?products_id=6498&ref=115123,19.99,New,Movies,DVD,Y,$0.00,0.32
879061003035,http://www.travelvideostore.com/product_info.php?products_id=6499&ref=115123,19.99,New,Movies,DVD,Y,$0.00,0.32
879061003059,http://www.travelvideostore.com/product_info.php?products_id=6501&ref=115123,19.99,New,Movies,DVD,Y,$0.00,0.32
879061003066,http://www.travelvideostore.com/product_info.php?products_id=6502&ref=115123,19.99,New,Movies,DVD,Y,$0.00,0.32
879061003127,http://www.travelvideostore.com/product_info.php?products_id=6508&ref=115123,19.99,New,Movies,DVD,Y,$0.00,0.32
879061003196,http://www.travelvideostore.com/product_info.php?products_id=6513&ref=115123,14.99,New,Movies,DVD,Y,$0.00,0.32
879061003226,http://www.travelvideostore.com/product_info.php?products_id=6516&ref=115123,14.99,New,Movies,DVD,Y,$0.00,0.32
879061003240,http://www.travelvideostore.com/product_info.php?products_id=6518&ref=115123,14.99,New,Movies,DVD,Y,$0.00,0.32
879061003264,http://www.travelvideostore.com/product_info.php?products_id=6520&ref=115123,14.99,New,Movies,DVD,Y,$0.00,0.32
879061001253,http://www.travelvideostore.com/product_info.php?products_id=6529&ref=115123,19.95,New,Movies,DVD,Y,$0.00,0.32
883629131979,http://www.travelvideostore.com/product_info.php?products_id=6537&ref=115123,14.95,New,Movies,DVD,Y,$0.00,0.32
879061003301,http://www.travelvideostore.com/product_info.php?products_id=6538&ref=115123,19.95,New,Movies,DVD,Y,$0.00,0.32
879061001345,http://www.travelvideostore.com/product_info.php?products_id=6560&ref=115123,19.95,New,Movies,DVD,Y,$0.00,0.32
879061004230,http://www.travelvideostore.com/product_info.php?products_id=6547&ref=115123,14.95,New,Movies,DVD,Y,$0.00,0.32
879061004506,http://www.travelvideostore.com/product_info.php?products_id=6555&ref=115123,16.99,New,Movies,DVD,Y,$0.00,0.32
879061004421,http://www.travelvideostore.com/product_info.php?products_id=6556&ref=115123,16.99,New,Movies,DVD,Y,$0.00,0.32
879061004346,http://www.travelvideostore.com/product_info.php?products_id=6557&ref=115123,16.99,New,Movies,DVD,Y,$0.00,0.32
879061004315,http://www.travelvideostore.com/product_info.php?products_id=6558&ref=115123,16.99,New,Movies,DVD,Y,$0.00,0.32
879061004674,http://www.travelvideostore.com/product_info.php?products_id=6563&ref=115123,19.95,New,Movies,DVD,Y,$0.00,0.32
879061004636,http://www.travelvideostore.com/product_info.php?products_id=6566&ref=115123,19.95,New,Movies,DVD,Y,$0.00,0.32
879061004629,http://www.travelvideostore.com/product_info.php?products_id=6567&ref=115123,29.95,New,Movies,DVD,Y,$0.00,0.32
879061004605,http://www.travelvideostore.com/product_info.php?products_id=6568&ref=115123,19.95,New,Movies,DVD,Y,$0.00,0.32
883629300672,http://www.travelvideostore.com/product_info.php?products_id=6577&ref=115123,19.95,New,Movies,DVD,Y,$0.00,0.32
883629300665,http://www.travelvideostore.com/product_info.php?products_id=8185&ref=115123,19.95,New,Movies,DVD,Y,$0.00,0.32
879061009020,http://www.travelvideostore.com/product_info.php?products_id=6580&ref=115123,19.95,New,Movies,DVD,Y,$0.00,0.32
879061009013,http://www.travelvideostore.com/product_info.php?products_id=6581&ref=115123,19.95,New,Movies,DVD,Y,$0.00,0.32
879061008993,http://www.travelvideostore.com/product_info.php?products_id=6582&ref=115123,19.95,New,Movies,DVD,Y,$0.00,0.32
879061009037,http://www.travelvideostore.com/product_info.php?products_id=6583&ref=115123,19.95,New,Movies,DVD,Y,$0.00,0.32
879061008986,http://www.travelvideostore.com/product_info.php?products_id=6585&ref=115123,19.95,New,Movies,DVD,Y,$0.00,0.32
056775021092,http://www.travelvideostore.com/product_info.php?products_id=6587&ref=115123,7.98,New,Movies,DVD,Y,$0.00,0.32
787364625697,http://www.travelvideostore.com/product_info.php?products_id=6588&ref=115123,14.98,New,Movies,DVD,Y,$0.00,0.50
879061004773,http://www.travelvideostore.com/product_info.php?products_id=6675&ref=115123,49.95,New,Movies,DVD,Y,$0.00,0.32
8594016792018,http://www.travelvideostore.com/product_info.php?products_id=6617&ref=115123,19.95,New,Movies,DVD,Y,$0.00,0.32
880547367718,http://www.travelvideostore.com/product_info.php?products_id=6699&ref=115123,24.95,New,Movies,DVD,Y,$0.00,0.32
879061004728,http://www.travelvideostore.com/product_info.php?products_id=6680&ref=115123,19.95,New,Movies,DVD,Y,$0.00,0.32
753907887297,http://www.travelvideostore.com/product_info.php?products_id=6656&ref=115123,20.00,New,Movies,DVD,Y,$0.00,0.32
879061004384,http://www.travelvideostore.com/product_info.php?products_id=6670&ref=115123,24.95,New,Movies,DVD,Y,$0.00,0.32
879061004766,http://www.travelvideostore.com/product_info.php?products_id=6676&ref=115123,49.95,New,Movies,DVD,Y,$0.00,0.32
879061004759,http://www.travelvideostore.com/product_info.php?products_id=6677&ref=115123,49.95,New,Movies,DVD,Y,$0.00,0.32
879061004711,http://www.travelvideostore.com/product_info.php?products_id=6679&ref=115123,19.95,New,Movies,DVD,Y,$0.00,0.32
879061004735,http://www.travelvideostore.com/product_info.php?products_id=6681&ref=115123,19.95,New,Movies,DVD,Y,$0.00,0.32
879061004698,http://www.travelvideostore.com/product_info.php?products_id=6682&ref=115123,19.95,New,Movies,DVD,Y,$0.00,0.32
879061004742,http://www.travelvideostore.com/product_info.php?products_id=6683&ref=115123,19.95,New,Movies,DVD,Y,$0.00,0.32
014381388428,http://www.travelvideostore.com/product_info.php?products_id=6685&ref=115123,19.95,New,Movies,DVD,Y,$0.00,0.32
688626000323,http://www.travelvideostore.com/product_info.php?products_id=6694&ref=115123,19.95,New,Movies,DVD,Y,$0.00,0.32
688626000279,http://www.travelvideostore.com/product_info.php?products_id=6695&ref=115123,29.95,New,Movies,DVD,Y,$0.00,0.32
688626000378,http://www.travelvideostore.com/product_info.php?products_id=6696&ref=115123,29.95,New,Movies,DVD,Y,$0.00,0.32
688626000361,http://www.travelvideostore.com/product_info.php?products_id=6697&ref=115123,19.95,New,Movies,DVD,Y,$0.00,0.32
688626000385,http://www.travelvideostore.com/product_info.php?products_id=6698&ref=115123,29.95,New,Movies,DVD,Y,$0.00,0.32
7804604780022,http://www.travelvideostore.com/product_info.php?products_id=6708&ref=115123,19.95,New,Movies,DVD,Y,$0.00,0.32
879061006005,http://www.travelvideostore.com/product_info.php?products_id=6720&ref=115123,14.95,New,Movies,DVD,Y,$0.00,0.32
879061006012,http://www.travelvideostore.com/product_info.php?products_id=6721&ref=115123,14.95,New,Movies,DVD,Y,$0.00,0.32
879061006029,http://www.travelvideostore.com/product_info.php?products_id=6722&ref=115123,14.95,New,Movies,DVD,Y,$0.00,0.32
879061006036,http://www.travelvideostore.com/product_info.php?products_id=6723&ref=115123,14.95,New,Movies,DVD,Y,$0.00,0.32
879061006074,http://www.travelvideostore.com/product_info.php?products_id=6727&ref=115123,14.95,New,Movies,DVD,Y,$0.00,0.32
879061006081,http://www.travelvideostore.com/product_info.php?products_id=6728&ref=115123,14.95,New,Movies,DVD,Y,$0.00,0.32
879061006098,http://www.travelvideostore.com/product_info.php?products_id=6729&ref=115123,14.95,New,Movies,DVD,Y,$0.00,0.32
879061006104,http://www.travelvideostore.com/product_info.php?products_id=6730&ref=115123,14.95,New,Movies,DVD,Y,$0.00,0.32
879061006128,http://www.travelvideostore.com/product_info.php?products_id=6732&ref=115123,14.95,New,Movies,DVD,Y,$0.00,0.32
879061006142,http://www.travelvideostore.com/product_info.php?products_id=6734&ref=115123,14.95,New,Movies,DVD,Y,$0.00,0.32
879061006166,http://www.travelvideostore.com/product_info.php?products_id=6736&ref=115123,14.95,New,Movies,DVD,Y,$0.00,0.32
879061006210,http://www.travelvideostore.com/product_info.php?products_id=6741&ref=115123,14.95,New,Movies,DVD,Y,$0.00,0.32
879061006227,http://www.travelvideostore.com/product_info.php?products_id=6742&ref=115123,14.95,New,Movies,DVD,Y,$0.00,0.32
879061006241,http://www.travelvideostore.com/product_info.php?products_id=6744&ref=115123,14.95,New,Movies,DVD,Y,$0.00,0.32
879061006265,http://www.travelvideostore.com/product_info.php?products_id=6746&ref=115123,14.95,New,Movies,DVD,Y,$0.00,0.32
879061006272,http://www.travelvideostore.com/product_info.php?products_id=6747&ref=115123,14.95,New,Movies,DVD,Y,$0.00,0.32
879061006289,http://www.travelvideostore.com/product_info.php?products_id=6748&ref=115123,14.95,New,Movies,DVD,Y,$0.00,0.32
879061006296,http://www.travelvideostore.com/product_info.php?products_id=6749&ref=115123,14.95,New,Movies,DVD,Y,$0.00,0.32
879061006302,http://www.travelvideostore.com/product_info.php?products_id=6750&ref=115123,14.95,New,Movies,DVD,Y,$0.00,0.32
879061006319,http://www.travelvideostore.com/product_info.php?products_id=6751&ref=115123,14.95,New,Movies,DVD,Y,$0.00,0.32
879061006326,http://www.travelvideostore.com/product_info.php?products_id=6752&ref=115123,14.95,New,Movies,DVD,Y,$0.00,0.32
879061006333,http://www.travelvideostore.com/product_info.php?products_id=6753&ref=115123,14.95,New,Movies,DVD,Y,$0.00,0.32
879061006340,http://www.travelvideostore.com/product_info.php?products_id=6754&ref=115123,14.95,New,Movies,DVD,Y,$0.00,0.32
879061006357,http://www.travelvideostore.com/product_info.php?products_id=6755&ref=115123,14.95,New,Movies,DVD,Y,$0.00,0.32
879061006364,http://www.travelvideostore.com/product_info.php?products_id=6756&ref=115123,14.95,New,Movies,DVD,Y,$0.00,0.32
879061006418,http://www.travelvideostore.com/product_info.php?products_id=6761&ref=115123,14.95,New,Movies,DVD,Y,$0.00,0.32
879061006425,http://www.travelvideostore.com/product_info.php?products_id=6762&ref=115123,14.95,New,Movies,DVD,Y,$0.00,0.32
879061006432,http://www.travelvideostore.com/product_info.php?products_id=6763&ref=115123,14.95,New,Movies,DVD,Y,$0.00,0.32
879061006449,http://www.travelvideostore.com/product_info.php?products_id=6764&ref=115123,14.95,New,Movies,DVD,Y,$0.00,0.32
879061006463,http://www.travelvideostore.com/product_info.php?products_id=6766&ref=115123,14.95,New,Movies,DVD,Y,$0.00,0.32
